golden,0.0776653017895056
manchmal,0.0370507279344859
nacht,0.17491279951471037
schrecken,0.12908041401273884
wunderbar,0.10652866242038217
eng,0.13298705894247295
folgen,0.0987098661120499
vater,0.08118886487716104
gehören,0.05402006874936813
busen,0.06770169851380042
vogel,0.06904175972647311
hoffnung,0.06500701395207764
seufzen,0.06138447539721423
stoßen,0.05449217903721998
kühl,0.05711505408957637
schrecklich,0.052957707764634515
warm,0.05399962532783814
niemals,0.049812750648737913
bei+die,0.046557476493782224
lustig,0.043192675159235666
stand,0.03567998324595231
land,0.044811743458240266
deutsch,0.044137621816935035
brennen,0.050970421342634714
wohnen,0.04711404306945707
treu,0.04865728751079068
erwachen,0.04910257922465988
fahren,0.04274245526235973
glaube,0.037770752931086754
lieblich,0.039698968759478315
meer,0.04883716379504338
heben,0.05002594688353049
blick,0.04715317414362
elend,0.04914784385091617
ferne,0.04996154512760517
zeigen,0.04560648569406531
fassen,0.04688691193468264
dienen,0.043992345513465175
weichen,0.045649016588507035
voll,0.04910098195329088
bruder,0.05003439934308351
heilig,0.0564334279359302
springen,0.05567958186088834
erinnerung,0.055060385474398205
felsen,0.05588118828564689
sogar,0.05364066147090238
feind,0.0522400280074084
blume,0.05525343430896776
gruß,0.05555413703242901
heinrich,0.054324385805277514
frage,0.04855386953082719
gras,0.04803609341825904
boden,0.04622698736987885
lächeln,0.048008009526056244
glänzend,0.04740294206854717
wetter,0.04935154794401839
mund,0.05168341501311666
berlin,0.05045208287575956
jugend,0.051650383245168935
auge,0.05352782832878372
fliehen,0.05379300357503344
fuß,0.05483387879499446
grau,0.05889432914000703
erinnern,0.05762814680012132
zittern,0.05969996033690303
beginnen,0.057114020091727113
vergehen,0.05645340178090438
heißen,0.05498843645738549
stille,0.05524785378011632
lehren,0.054474576454785734
engel,0.054015440840371326
bild,0.054772014963097776
schnell,0.05370879919893967
greifen,0.052026207280984366
mutter,0.05222045293701344
schnee,0.052577452788021006
ziel,0.05295841556078135
spielen,0.05293127785166002
dunkel,0.05630598203967552
bitter,0.05579172353654838
zorn,0.0554308162676882
zwingen,0.055309427639317316
zahn,0.05487920745767419
zimmer,0.05240446762569145
bleiben,0.04995896447751075
packen,0.04968796509864501
laut,0.0492765540948058
entsetzen,0.048736411544930636
wonne,0.050149224865642245
rose,0.05224930913625181
nennen,0.05117372769784051
sünde,0.052473592594057844
weib,0.05299070350693527
breit,0.053054154647358326
beten,0.05316795172644989
müde,0.054778531303710465
lied,0.05890195397878109
kämpfen,0.05899244365626141
blau,0.05973156649908243
bett,0.05965915984228087
schütteln,0.05908105027973226
freiheit,0.059301533776992765
zweifel,0.05867867522990891
ton,0.0589941176127482
wasser,0.05874785158224649
ruhe,0.05966330168649603
schwarz,0.060672900030897536
sterben,0.062140175131151776
gericht,0.06159234277477718
dach,0.06206933989577301
reichen,0.061292240830457395
glanz,0.06282767884223753
mantel,0.06252801554644744
empfinden,0.06185347923950005
langsam,0.06098676662578628
dünken,0.06069781305889366
schwer,0.062288560696204004
wahrheit,0.06247734843694577
leer,0.06246750292473677
name,0.06146054493984432
grüßen,0.06156501527810157
regen,0.061153147173038575
irren,0.061993719345746684
buch,0.0618154211551068
legen,0.058848650288140736
schlaf,0.05876223454703891
wild,0.061260803784877194
wagen,0.060956663965347296
hart,0.06070911305321022
arm|arme,0.06146482233265674
schlafen,0.061198070417937206
kampf,0.06215791904486173
knieen,0.0619522532445764
kalt,0.06257342156370105
krank,0.06281257372021704
richten,0.061317998536994434
schießen,0.060757097250541875
sehnsucht,0.0620802068635079
stunde,0.061896797393750175
wehen,0.06271542852809914
selig,0.06456855791962177
seltsam,0.06437497063057751
grab,0.06537080223385955
öffnen,0.06447662331917905
nimmer,0.06594422306590109
seele,0.06934580939085344
heuen,0.06968804355227079
brauchen,0.06860236886112683
angst,0.06845467101473174
schlag,0.0688790314427257
fühlen,0.069764907692524
licht,0.07263892713471579
lächelnd,0.07312252572649725
lebendig,0.072866197724023
fenster,0.072728506853738
rufen,0.07171705240972756
sinn,0.07224032559999535
schatten,0.07292866453200647
tod,0.07515074691495793
führen,0.07411460702911737
herab,0.07412288509976131
fast,0.07292134731536712
lust,0.07467294584591683
kranz,0.07522116835704298
fallen,0.07491142085091129
glauben,0.0737086197382798
schmerz,0.07532217185283663
feld,0.07508708764822275
bleich,0.07605645620099319
finden,0.07489874930864066
schweigen,0.07484785920924036
wange,0.07548407731482462
reißen,0.07552386036701783
klagen,0.07528766137101303
dicht,0.07579769487412799
falsch,0.07540849377533296
grund,0.07512661313400815
tausend,0.07569136310503591
menge,0.07517584125063756
letzt,0.07506118778013682
straße,0.07430055282133266
hof,0.07398115419612236
verlieren,0.07351400760088242
edel,0.07356387064656933
freude,0.07329421095344663
trinken,0.07344205060971035
platz,0.07256373887134471
nieder,0.07365002597461265
stets,0.07366003726331297
in+die,0.07400168414667241
blatt,0.07445170685074645
volk,0.07440061514255383
weise,0.07321520899043094
links,0.07268537627146202
kunst,0.07255673378284844
freund,0.0711403533205821
feuer,0.07182444739025942
klar,0.07164341320392276
böse,0.07115327166618654
klingen,0.07219527221716712
dienst,0.07180977882803152
weinen,0.07216947525052778
ahnen,0.07209457470666722
hinab,0.07198751315812948
schatz,0.0716620615933184
entgegen,0.0714806561422417
schlagen,0.07181008499895233
weh,0.07299969304845899
werfen,0.07277485476865295
gebären,0.07304196094573709
leiden,0.07285472072126462
schritt,0.0724747626487201
ohr,0.07330741348302125
weich,0.07405672177198755
zerreißen,0.07407235965042216
vorbei,0.07394866194295602
