,ID,Titel,Autor,Strophen,Verse,Anthologie,Jahr,Hrsg,ID.1,Epoche,dtm_Ivis_1,dtm_Ivis_2,dtm_Ivis_balladen_sup_1,dtm_Ivis_balladen_sup_2,sonett,dtm_Ivis_sonett_1,dtm_Ivis_sonett_2,bert_Ivis_sonett_1,bert_Ivis_sonett_2,bert_Ivis_sonett_sup_1,bert_Ivis_sonett_sup_2,bert_Ivis_1,bert_Ivis_2,bert_Ivis_sup_1,bert_Ivis_sup_2,dtm_Ivis_sup_1,dtm_Ivis_sup_2
2263,l00170188,Maienwind,"Hille, Peter",3,5,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170188,Moderne,-0.9387544,1.2418454,-1.6500605,2.5543349,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,2.6058002,-0.03486206,2.1725492,1.6860654,1.379373,1.053023
1632,l00140078,Maienwind,"Hille, Peter",2,5,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,1908,"Federmann, Hertha",l00140078,Moderne,-0.9387544,1.2418454,-1.6500605,2.5543349,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,1.5659156,0.3744665,1.8041398999999998,0.8411082000000001,1.379373,1.053023
849,l00110120,Manche Nacht,"Dehmel, Richard",3,4,"Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.",1904,"Benzmann, Hans",l00110120,Moderne,0.24206245,-1.1572572,-3.2726161,1.6141849,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,2.601432,-1.8755068,4.003576799999999,2.771139,0.5568445,0.47948095
1587,l00140033,Manche Nacht,"Dehmel, Richard",2,8,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,1908,"Federmann, Hertha",l00140033,Moderne,0.18321523,-1.1795285,-3.3239615,1.7007376,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,1.3897113,-2.2212055,4.3873143,2.371741,0.6246022,0.50964016
2158,l00170083,Manche Nacht,"Dehmel, Richard",3,4,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170083,Moderne,0.18321523,-1.1795285,-3.3239615,1.7007376,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,2.2034721,-0.90145767,3.0057134999999997,2.963053,0.6246022,0.50964016
66,l00100062,Manche Nacht,"Dehmel, Richard",3,4,"Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.",1898,"Gemmel, Ludwig",l00100062,Moderne,0.24206245,-1.1572572,-3.2726161,1.6141849,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,1.8539405,-0.2495206,2.9681344,2.0281436,0.5568445,0.47948095
1595,l00140041,Mein Trinklied,"Dehmel, Richard",1,33,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,1908,"Federmann, Hertha",l00140041,Moderne,-0.07772048599999999,-1.1756566000000002,-2.3545783,1.1326506,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-8.059196,0.7556970999999999,-2.5258493,-5.9585266,0.7506875,0.16409929
839,l00110110,Mein Trinklied,"Dehmel, Richard",3,11,"Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.",1904,"Benzmann, Hans",l00110110,Moderne,-0.07772048599999999,-1.1756566000000002,-2.3545783,1.1326506,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-4.4780207,1.428288,-0.8514796,-3.0444555,0.7506875,0.16409929
739,l00110010,Melancholie,"Arent, Wilhelm [alt. Arendt, Wilhelm]",2,4,"Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.",1904,"Benzmann, Hans",l00110010,Moderne,1.1152697,-3.8132803,-4.008077,1.2356223999999998,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-0.65561366,2.3598932999999995,0.3447567,-1.2658694,2.2862086,0.53417575
2080,l00170005,Melancholie,"Arent, Wilhelm [alt. Arendt, Wilhelm]",2,4,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170005,Moderne,1.1152697,-3.8132803,-4.008077,1.2356223999999998,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-1.2007743999999998,2.8805804,-0.23985888,-1.4954914,2.2862086,0.53417575
3971,l0040311,Mondaufgang.,Hermann Lingg.,5,7,Anthologie Deutscher Lyriker seit 1850,1865,"Kneschke, Emil",l0040311,Realismus,-0.5167497999999999,0.46849406,-3.0915356,1.0943805,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-1.0281134,-1.3178568000000002,0.73218024,2.2914596,-0.4267964,0.02481652
4494,l0050219,Mondaufgang.,Hermann Lingg.,5,7,Blüthenzweige deutscher Lyrik nach Goethe,1875,"Willatzen, Peter Johann",l0050219,Realismus,-0.516493,0.47314328,-3.0707734,1.1129692,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-1.0655377000000001,-1.2558103999999999,0.69485945,2.2265314999999997,-0.44126764,0.021639027
3249,l0030165,Mondaufgang.,Hermann Lingg.,5,7,Dichtergrüsse. Neuere deutsche Lyrik,1861,"Polko, Elise",l0030165,Realismus,-0.51084065,0.46384308,-3.0845742,1.0807376,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-1.4379003000000001,-1.0661265,0.059466485,1.8614872,-0.46571574,-0.00061685964
5236,l0090291,Morgengang,"Greif, Martin",4,4,Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.,1899,"Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]",l0090291,Moderne,4.2127360000000005,-1.5990229,-4.5376277,0.36613458,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,0.93550557,2.685387,-0.58174676,-0.31142268,-1.4528745,2.9141545
937,l00110208,Morgengang,"Greif, Martin",4,4,"Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.",1904,"Benzmann, Hans",l00110208,Moderne,4.0384845999999985,-1.6474346999999998,-4.375566,0.38825437,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,2.3112931,0.82437027,1.0169967,0.34374148,-1.2809979,2.931589
4572,l0050297,Mutterherz.,Albert Traeger.,4,8,Blüthenzweige deutscher Lyrik nach Goethe,1875,"Willatzen, Peter Johann",l0050297,Realismus,0.40686607,-1.7749414,-3.3194268,0.7770088,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-6.046571299999999,4.5491,-3.2636377999999997,-3.36855,-0.69612134,-0.11566496
3472,l0030388,Mutterherz.,Albert Traeger.,4,8,Dichtergrüsse. Neuere deutsche Lyrik,1861,"Polko, Elise",l0030388,Realismus,0.40686607,-1.7749414,-3.3194268,0.7770088,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-6.030861,4.535381299999999,-3.2488449,-3.3241508,-0.69612134,-0.11566496
2310,l00170235,Mädchenfrage,"Janitschek, Maria",5,4,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170235,Moderne,4.841208,-0.84181273,-5.51544,-0.4718082,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,2.6672222999999997,3.1353872000000003,0.37623759999999995,-0.46161458,-2.008296,3.2821825
132,l00100122,Mädchenfrage,"Janitschek, Maria",5,4,"Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.",1898,"Gemmel, Ludwig",l00100122,Moderne,4.841208,-0.84181273,-5.51544,-0.4718082,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,3.67581,1.7248729999999999,1.3279655000000001,-0.51826125,-2.008296,3.2821825
2359,l00170284,Mädchengebet,"Miegel, Agnes",3,2,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170284,Moderne,4.909438,0.222099,-4.790127,0.30044356,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-1.9998084999999999,5.217021,-0.87369037,-2.6820004,-2.385553,4.2714305
1138,l00110409,Mädchengebet,"Miegel, Agnes",3,2,"Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.",1904,"Benzmann, Hans",l00110409,Moderne,4.915723000000002,0.20340374,-4.8402395,0.20759761,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-1.7966787,5.1668677,-0.67223877,-2.6746542,-2.4668490000000003,4.2262125
5071,l0090126,Mädchenliebe,"Kurz, Isolde",4,4,Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.,1899,"Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]",l0090126,Moderne,2.15299,-0.46464092,-3.9720762,-0.056217834,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,2.7765994,1.4284543,0.6108210999999999,0.11610968,-1.3284072,2.6914756
2317,l00170242,Mädchenliebe,"Kurz, Isolde",4,4,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170242,Moderne,2.15299,-0.46464092,-3.9720762,-0.056217834,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,2.2485132,1.9002303,0.22154763,0.055956397000000005,-1.3284072,2.6914756
5126,l0090181,Mädchenlied,"Remer, Paul",3,4,Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.,1899,"Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]",l0090181,Moderne,0.60368896,1.5553128,-3.9235291,0.28981736,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-1.0520194999999999,4.9688360000000005,-0.55232275,-2.1186987999999998,-0.63417864,1.9010109
2406,l00170331,Mädchenlied,"Remer, Paul",3,4,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170331,Moderne,0.6313581,1.6210483,-3.847501,0.29854354,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-0.5562883000000001,4.8590016,-0.45817566,-2.000642,-0.64466417,1.9149603
892,l00110163,Märchen,"Falke, Gustav",3,4,"Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.",1904,"Benzmann, Hans",l00110163,Moderne,4.61373,-1.4446374,-4.88557,0.7792328000000001,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,2.4306614,2.3623849999999997,0.9532411,-0.50635695,-1.9904665000000001,3.3758843
2179,l00170104,Märchen,"Falke, Gustav",3,4,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170104,Moderne,4.61373,-1.4446374,-4.88557,0.7792328000000001,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,1.59954,3.1667068,0.15602191,-0.577706,-1.9904665000000001,3.3758843
1638,l00140084,Nacht,"David, Jakob Julius [alt. David, J. J.]",2,16,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,1908,"Federmann, Hertha",l00140084,Moderne,1.4985176000000002,1.1848691999999998,-4.32715,0.7937338,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-6.9726315,2.4949284,-1.8525782,-5.3571253,-0.7008691999999999,1.7515512999999998
2150,l00170075,Nacht,"David, Jakob Julius [alt. David, J. J.]",3,8,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170075,Moderne,1.4985176000000002,1.1848691999999998,-4.32715,0.7937338,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-5.918248999999999,2.8701146,-1.9861034,-4.330511,-0.7008691999999999,1.7515512999999998
69,l00100065,Nacht für Nacht,"Dehmel, Richard",2,6,"Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.",1898,"Gemmel, Ludwig",l00100065,Moderne,-2.327281,1.057195,-3.3938650000000004,1.8542297,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,0.40962335,0.5578783,1.5315831,-0.36568153,0.58635473,1.1804991000000002
1582,l00140028,Nacht für Nacht,"Dehmel, Richard",2,6,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,1908,"Federmann, Hertha",l00140028,Moderne,-2.327281,1.057195,-3.3938650000000004,1.8542297,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-2.8232932,1.3717926,0.37273648,-2.5396004,0.58635473,1.1804991000000002
3256,l0030172,Nachtstille.,Robert Prutz.,5,9,Dichtergrüsse. Neuere deutsche Lyrik,1861,"Polko, Elise",l0030172,Realismus,0.31547028,-0.4733234000000001,-3.3312583,0.91369885,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-4.7291465,1.6450011999999998,-2.6629117,-2.2583036,-0.5818225,0.26021194
4448,l0050173,Nachtstille.,Robert Prutz.,5,8,Blüthenzweige deutscher Lyrik nach Goethe,1875,"Willatzen, Peter Johann",l0050173,Realismus,0.33903217,-0.51856226,-3.3399847,0.9125296,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-4.762823,1.6903452,-2.694532,-2.2980522999999997,-0.55183756,0.27769583
4523,l0050248,Nachtwache der Liebe.,Alfred Meißner.,5,4,Blüthenzweige deutscher Lyrik nach Goethe,1875,"Willatzen, Peter Johann",l0050248,Realismus,2.2909906,1.2455971,-4.1190495,1.3361914,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-4.088019999999999,2.6295626,-2.276739,-2.4340541,-1.8444526,1.4116665000000002
3389,l0030305,Nachtwache der Liebe.,Alfred Meißner.,5,4,Dichtergrüsse. Neuere deutsche Lyrik,1861,"Polko, Elise",l0030305,Realismus,2.2462463,1.280009,-4.0638876,1.3437955,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-4.0247903,2.7111044,-2.4352212000000004,-2.1995986000000003,-1.847286,1.3769999
4994,l0090049,Nachtwandler,"Falke, Gustav",6,6,Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.,1899,"Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]",l0090049,Moderne,-0.37429494,0.35881346,-3.0036697,0.3934183,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,3.2093873,1.3441025,1.1407433,0.504537,0.723891,0.91871285
889,l00110160,Nachtwandler,"Falke, Gustav",6,6,"Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.",1904,"Benzmann, Hans",l00110160,Moderne,-0.3694272,0.41041815,-3.0250797,0.44539735,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,3.5201117999999996,0.6150318,1.5219243999999998,0.9853136999999998,0.76119363,0.948125
3824,l0040164,Naturfrieden.,Rudolf Gottschall.,7,4,Anthologie Deutscher Lyriker seit 1850,1865,"Kneschke, Emil",l0040164,Realismus,-2.1361034,-2.2081058,-2.6946166000000003,1.1915123,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-1.4045206000000001,1.2877458000000002,-1.6267776000000003,0.24211799999999997,0.17733236,-1.1019671
4527,l0050252,Naturfrieden.,Rudolf Gottschall.,7,4,Blüthenzweige deutscher Lyrik nach Goethe,1875,"Willatzen, Peter Johann",l0050252,Realismus,-2.0882993,-2.229303,-2.7031026,1.2414854,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-0.8951063,0.9954761999999999,-1.2460871,0.67712146,0.23721719,-1.1240683
4562,l0050287,Noch diesen Kuß.,Friedrich Spielhagen.,4,3,Blüthenzweige deutscher Lyrik nach Goethe,1875,"Willatzen, Peter Johann",l0050287,Realismus,-2.3792098,1.0743163,-3.103864,1.0189959000000002,sonett,-2.3792098,1.0743163,3.606683015823364,-4.516288757324219,-0.4010182917118073,-3.481320858001709,-1.060455,4.1767697,-1.5188403,-1.0832875,0.6646038000000001,-1.7801485000000001
4162,l0040502,Noch diesen Kuß.,Friedrich Spielhagen.,4,3,Anthologie Deutscher Lyriker seit 1850,1865,"Kneschke, Emil",l0040502,Realismus,-2.3792098,1.0743163,-3.103864,1.0189959000000002,sonett,-2.3792098,1.0743163,3.6295349597930913,-4.623621463775635,-0.1874765008687973,-3.658878087997437,-1.1703011,4.3475876,-1.714492,-1.0395172,0.6646038000000001,-1.7801485000000001
4535,l0050260,Noch ist die blühende goldene Zeit.,Otto Roquette.,3,7,Blüthenzweige deutscher Lyrik nach Goethe,1875,"Willatzen, Peter Johann",l0050260,Realismus,-0.16972682,-1.6533997,-3.5087905,1.3146195,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-5.252268,2.3528976000000004,-2.1907425,-3.3914793,-0.18831448,-0.24750818
3153,l0030069,Noch ist die blühende goldene Zeit.,Otto Roquette.,3,7,Dichtergrüsse. Neuere deutsche Lyrik,1861,"Polko, Elise",l0030069,Realismus,-0.1742207,-1.7103206000000002,-3.4693034,1.2894157,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-5.2801743,2.3948503,-2.6803765,-3.138128,-0.12754461,-0.2888762
4683,l0060067,Nur,"Dehmel, Richard",2,4,"Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.",1893,"Bierbaum, Otto Julius",l0060067,Moderne,2.0578532,1.6413679,-4.386727,1.1909803999999995,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,1.7281238,3.6584754,1.1718832000000001,-1.247473,-1.4340926,2.382367
1580,l00140026,Nur,"Dehmel, Richard",2,4,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,1908,"Federmann, Hertha",l00140026,Moderne,2.0578532,1.6413679,-4.386727,1.1909803999999995,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,2.7885572999999995,3.1006627,1.0817021,-1.0089694,-1.4340926,2.382367
2464,l00170389,Nächtlicher Weg,"Scholz, Wilhelm von",3,2,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170389,Moderne,1.6327082,-1.1122072,-3.3776050000000004,1.1937016000000005,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,2.9112692000000004,-0.41672856,1.6145686000000001,1.6677616000000002,-0.015898637,1.9139574000000001
1311,l00110582,Nächtlicher Weg,"Scholz, Wilhelm von",3,2,"Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.",1904,"Benzmann, Hans",l00110582,Moderne,1.6327082,-1.1122072,-3.3776050000000004,1.1937016000000005,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,3.2502294,-1.2858548,2.616945,2.2638993,-0.015898637,1.9139574000000001
4447,l0050172,O frage nicht!,Robert Prutz.,3,9,Blüthenzweige deutscher Lyrik nach Goethe,1875,"Willatzen, Peter Johann",l0050172,Realismus,1.8840292,0.42477232,-4.569982,0.6424411999999999,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-4.9757137,3.7219393,-2.7522265999999997,-2.7226863,-2.2776919999999996,1.2389928
3387,l0030303,O frage nicht!,Robert Prutz.,3,9,Dichtergrüsse. Neuere deutsche Lyrik,1861,"Polko, Elise",l0030303,Realismus,1.8840292,0.42477232,-4.569982,0.6424411999999999,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-5.071330000000001,3.4721254999999998,-2.5941827,-2.7822182,-2.2776919999999996,1.2389928
3211,l0030127,O süße Mutter!,Friedrich Rückert.,5,9,Dichtergrüsse. Neuere deutsche Lyrik,1861,"Polko, Elise",l0030127,Realismus,4.078945,-1.5969089,-5.066051,0.06998647,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-0.46735147,3.1397727000000004,-2.0022047,-0.5015352,-2.459754,2.1683133
4324,l0050049,O süße Mutter!,Friedrich Rückert.,5,9,Blüthenzweige deutscher Lyrik nach Goethe,1875,"Willatzen, Peter Johann",l0050049,Realismus,4.093984,-1.5602942,-5.0472155,0.05866594,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-0.87219423,3.2959032,-2.137698,-0.66867083,-2.4784734,2.1449103
3709,l0040049,O wenn dir Gott ein Lieb geschenkt.,Michel Berend.,4,8,Anthologie Deutscher Lyriker seit 1850,1865,"Kneschke, Emil",l0040049,Realismus,-0.45258683,1.646659,-3.943147,0.50104815,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-5.4025154,5.1071973,-3.3948479,-2.8904278,-1.4946716,0.044945378
2750,l0020011,O wenn dir Gott ein Lieb geschenkt.,Michel Berend.,4,8,Deutsche Dichter der Gegenwart.,1859,"Prutz, Robert",l0020011,Realismus,-0.5917323,1.4748625,-3.8715339,0.5515031,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-5.529127,4.9196053,-3.1028585,-3.0234292000000003,-1.3560694,-0.03219748
4086,l0040426,Perlenfischer.,Otto Roquette.,2,4,Anthologie Deutscher Lyriker seit 1850,1865,"Kneschke, Emil",l0040426,Realismus,1.794487,1.1722066,-3.649762200000001,1.2666973,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-0.8260351,3.8725169000000004,-2.0004296000000004,-0.6264352,-2.5800855,1.46601
3367,l0030283,Perlenfischer.,Otto Roquette.,2,4,Dichtergrüsse. Neuere deutsche Lyrik,1861,"Polko, Elise",l0030283,Realismus,1.794487,1.1722066,-3.649762200000001,1.2666973,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-0.7417915,3.985907,-1.9460953,-0.66887134,-2.5800855,1.46601
2291,l00170216,Phantasus,"Holz, Arno",7,5,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170216,Moderne,0.4911669,-3.2000158,-2.8198133,0.9213003,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,3.1784074,-0.05824929,3.1405773,1.979084,1.64578,-0.23483871
1484,l00130018,Phantasus,"Holz, Arno",8,8,"Deutsche Lyrik von Heute und Morgen. Mit einer geschichtlichen Einleitung, hrsg. von Alexander Tille. Leipzig 1896.",1896,"Tille, Alexander",l00130018,Moderne,1.3538867,-0.58956635,-4.4664199999999985,0.6894376999999999,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-3.5976917999999998,1.6648439,-0.9479485999999999,-2.5069828,-0.31497172,1.1374042
1112,l00110383,Pietà,"Liliencron, Detlev von [alt. Liliencron, Detlev Frhr. von; Liliencron, Detlev Freiherr von]",4,8,"Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.",1904,"Benzmann, Hans",l00110383,Moderne,-0.87593305,-0.77303106,-2.2634506,0.8709254000000001,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-2.6841744999999997,-2.0479062,3.6782053,-0.52608633,0.5339997,0.03473432
2030,l00160060,Pietà,"Liliencron, Detlev von [alt. Liliencron, Detlev Frhr. von; Liliencron, Detlev Freiherr von]",4,8,"Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.",1894,"Bierbaum, Otto Julius",l00160060,Moderne,-0.87675005,-0.7774165,-2.2952197,0.85519636,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-3.4605612999999997,-1.5165514,2.0069703999999997,-0.9941049999999999,0.5057725000000001,0.03116446
1283,l00110554,Porträt des Marquis de...,"Schaukal, Richard",2,3,"Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.",1904,"Benzmann, Hans",l00110554,Moderne,4.599156400000001,-0.7053268,-4.702424,0.0721709,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,2.6835873,3.05241,0.7764868,-0.8782118,-1.4461728,3.3015065000000003
2435,l00170360,Porträt des Marquis de...,"Schaukal, Richard",2,3,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170360,Moderne,4.60623,-0.6888994,-4.6688776,0.08480359,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,2.2173363999999998,3.7244657999999995,0.5876657,-1.2716016,-1.3566415,3.2761524
2589,l00180078,Pygmäen,"Conradi, Hermann",3,6,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",1885,"Arent, Wilhelm",l00180078,Moderne,-2.466864,-1.7606146,-2.3865995,1.5158496,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-5.1787443,1.3849903000000001,-1.2583578000000002,-3.5509472,1.4777572,-0.7567694
819,l00110090,Pygmäen,"Conradi, Hermann",3,6,"Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.",1904,"Benzmann, Hans",l00110090,Moderne,-2.414095,-1.547434,-2.319442,1.464303,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-3.2194557,-0.41559553,1.272626,-2.1436536,1.4037768999999998,-0.68823475
2211,l00170136,Regenabend,"Greiner, Leo",1,15,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170136,Moderne,1.8949096,-2.3485918,-3.7596636,1.0728501,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-5.190508400000001,-0.6378499,-0.14110504,-4.0648565,0.57385874,2.155675
1720,l00140166,Regenabend,"Greiner, Leo",1,15,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,1908,"Federmann, Hertha",l00140166,Moderne,1.9734182,-2.399794,-3.7380128,1.0457163,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-4.2128334,-1.4930707,2.7270842,-2.4209206,0.5875988,2.1646549999999998
4943,l0080091,Reiselied,"Hofmannsthal, Hugo von [alt. Pseudonym Loris]",3,3,"Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.",1899,"Renner, August",l0080091,Moderne,-2.4702964,-0.17371860000000006,-2.8822252999999995,1.2528734,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,1.5631921999999998,1.0755608,0.74093,1.0035743000000001,2.1495452,1.1710045
