,ID,Titel,Autor,Strophen,Verse,Anthologie,Jahr,Hrsg,ID.1,Epoche,dtm_Ivis_1,dtm_Ivis_2,dtm_Ivis_balladen_sup_1,dtm_Ivis_balladen_sup_2,sonett,dtm_Ivis_sonett_1,dtm_Ivis_sonett_2,bert_Ivis_sonett_1,bert_Ivis_sonett_2,bert_Ivis_sonett_sup_1,bert_Ivis_sonett_sup_2,bert_Ivis_1,bert_Ivis_2,bert_Ivis_sup_1,bert_Ivis_sup_2,dtm_Ivis_sup_1,dtm_Ivis_sup_2
2267,l00170192,Abbild,"Hille, Peter",1,7,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170192,Moderne,-0.06604617,0.962592,-3.1815884,2.008167,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-2.0308685,2.0019245,-0.6827953,-2.3884263,1.1831541,1.6124536
1633,l00140079,Abbild,"Hille, Peter",1,7,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,1908,"Federmann, Hertha",l00140079,Moderne,-0.06604617,0.962592,-3.1815884,2.008167,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-1.9612623,2.315309,-0.76727086,-2.6220248,1.1831541,1.6124536
3293,l0030209,Abenddämmerung.,Heinrich Heine.,1,24,Dichtergrüsse. Neuere deutsche Lyrik,1861,"Polko, Elise",l0030209,Realismus,-0.27923203,0.5439073,-3.329434200000001,1.2120837,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-4.9560637000000005,-1.0748792,-2.4300177000000005,-2.7635856,-0.569044,0.28435108
4356,l0050081,Abenddämmerung.,Heinrich Heine.,1,24,Blüthenzweige deutscher Lyrik nach Goethe,1875,"Willatzen, Peter Johann",l0050081,Realismus,-0.29640168,0.50239325,-3.327649,1.1991742,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-4.3935976,-1.1566898,-2.250281,-1.4228326999999998,-0.576669,0.24399456
960,l00110231,Abendgang zur Geliebten,"Hart, Heinrich",5,6,"Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.",1904,"Benzmann, Hans",l00110231,Moderne,0.9235129,-3.0462557999999995,-3.7727072,0.8595111999999999,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-2.0185645,-0.48903373,0.8239825999999999,-1.5797982,0.87625813,-0.0009311065
2649,l00180138,Abendgang zur Geliebten,"Hart, Heinrich",5,6,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",1885,"Arent, Wilhelm",l00180138,Moderne,0.9286115,-3.0192647,-3.7826185,0.8607029,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-3.3087904000000004,1.6230792,-1.3504989,-2.1299314,0.849301,-0.011304386000000001
3242,l0030158,Abendlied.,Friedrich Rückert.,9,4,Dichtergrüsse. Neuere deutsche Lyrik,1861,"Polko, Elise",l0030158,Realismus,0.13419795,-1.8543682,-3.1316624,0.9121316,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,1.7901398999999998,1.268646,-0.543554,0.8714377000000001,-0.34677988,-0.34622437
4327,l0050052,Abendlied.,Friedrich Rückert.,9,4,Blüthenzweige deutscher Lyrik nach Goethe,1875,"Willatzen, Peter Johann",l0050052,Realismus,0.62256336,-1.8845029,-3.4708507000000006,0.7904859000000001,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,1.9738146,1.1779695,-0.5778703000000001,1.0076326999999998,-0.6557441999999999,-0.047492202000000004
4956,l0090011,Abendsegen,"Benzmann, Hans",3,5,Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.,1899,"Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]",l0090011,Moderne,-2.6212382,0.32912722,-2.418998,1.2577803,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-1.1417016000000002,1.8920881999999999,0.0641695,-0.72136045,1.3390157,-0.41037732
763,l00110034,Abendsegen,"Benzmann, Hans",3,5,"Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.",1904,"Benzmann, Hans",l00110034,Moderne,-2.6212382,0.32912722,-2.418998,1.2577803,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-0.08337222,0.6106778,0.5834798000000001,0.058562122,1.3390157,-0.41037732
3226,l0030142,Abendstille.,Gottfried Kinkel.,4,8,Dichtergrüsse. Neuere deutsche Lyrik,1861,"Polko, Elise",l0030142,Realismus,-0.7851391,0.40126762,-3.4372609,0.5420074,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-3.3643734,0.8751194999999999,-2.4271834,-1.0610688,-0.86415505,-0.10191393
4425,l0050150,Abendstille.,Gottfried Kinkel.,4,8,Blüthenzweige deutscher Lyrik nach Goethe,1875,"Willatzen, Peter Johann",l0050150,Realismus,-0.77418065,0.39648867,-3.48135,0.53563625,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-3.2991114,0.8538098,-2.3114839,-1.0488665000000001,-0.8378937,-0.087971404
2562,l00180051,Abschied,"Hart, Julius",24,5,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",1885,"Arent, Wilhelm",l00180051,Moderne,3.3959486000000005,-0.17841843,-4.8541360000000005,0.5363986999999999,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-1.6547044999999998,2.0867028000000003,-0.6981228,-1.3869181000000002,-1.4466614,2.1405292
5240,l0090295,Abschied,"Hart, Julius",2,4,Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.,1899,"Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]",l0090295,Moderne,0.68546504,-3.0518546000000004,-3.3071413,1.3160796,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-1.1482898000000001,3.2087998,-0.057088599999999996,-2.246686,1.5290591999999998,0.86865693
4296,l0050021,Alte Heimath.,Justinus Kerner.,4,4,Blüthenzweige deutscher Lyrik nach Goethe,1875,"Willatzen, Peter Johann",l0050021,Realismus,4.007239,-0.62581205,-4.2825084,0.49421054,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,0.24247937,1.9086466,-1.1662726,0.20126523,-2.5727887000000003,2.1524308
3519,l0030435,Alte Heimath.,Justinus Kerner.,4,4,Dichtergrüsse. Neuere deutsche Lyrik,1861,"Polko, Elise",l0030435,Realismus,4.007239,-0.62581205,-4.2825084,0.49421054,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,0.15034214,2.105785,-1.1418190000000001,0.028580235,-2.5727887000000003,2.1524308
3603,l0030519,Am Fenster.,Julius Sturm.,1,45,Dichtergrüsse. Neuere deutsche Lyrik,1861,"Polko, Elise",l0030519,Realismus,-0.83064806,-0.4518717,-3.6975935,0.61818725,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-8.386536,0.8232221,-4.761769,-5.8043118,-0.5264194999999999,-0.22210385
4200,l0040540,Am Fenster.,Julius Sturm.,1,45,Anthologie Deutscher Lyriker seit 1850,1865,"Kneschke, Emil",l0040540,Realismus,-0.8038263000000001,-0.563293,-3.656451,0.6084559,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-8.169871,0.8464406999999999,-4.589616,-5.390578700000001,-0.5318264,-0.23789401
4174,l0040514,An Dichter und Leser.,Adolf Stöber.,2,8,Anthologie Deutscher Lyriker seit 1850,1865,"Kneschke, Emil",l0040514,Realismus,0.41305518,1.2843795,-3.8304164,1.5776414,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-5.772435,4.4374720000000005,-3.4444854,-3.2131066,-2.0609604999999998,0.0895448
3128,l0030044,An Dichter und Leser.,Adolf Stöber.,2,8,Dichtergrüsse. Neuere deutsche Lyrik,1861,"Polko, Elise",l0030044,Realismus,0.28717917,1.1991713,-3.739268,1.5749395,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-5.8575454,4.5065235999999995,-3.637838,-3.0734055000000002,-1.9183002,0.0038706325
1628,l00140074,An Gott,"Hille, Peter",1,4,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,1908,"Federmann, Hertha",l00140074,Moderne,3.2549665,-0.47276625,-3.7283,2.0560822,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-0.92217034,3.652851,-0.08819204,-2.4380028,-1.172102,2.9199004
2266,l00170191,An Gott,"Hille, Peter",1,4,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170191,Moderne,3.2549665,-0.47276625,-3.7283,2.0560822,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-2.1230792999999997,4.5561085,-0.6301009,-2.6826777,-1.172102,2.9199004
2396,l00170321,An den Mistral,"Nietzsche, Friedrich",11,6,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170321,Moderne,-1.818425,0.035366643,-3.2717063,0.5848918000000001,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-1.1530639999999999,2.4439067999999997,-0.45987695,-1.2713434,1.9879824000000001,0.5250039000000001
1179,l00110450,An den Mistral,"Nietzsche, Friedrich",11,6,"Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.",1904,"Benzmann, Hans",l00110450,Moderne,-1.8121059,0.034243435,-3.2809935,0.60009545,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-0.24634282,1.7721167000000002,0.31545275,-0.8194541999999999,1.9990726000000003,0.53156704
1524,l00130058,Anna,"Hart, Julius",17,4,"Deutsche Lyrik von Heute und Morgen. Mit einer geschichtlichen Einleitung, hrsg. von Alexander Tille. Leipzig 1896.",1896,"Tille, Alexander",l00130058,Moderne,2.391917,1.0663387,-5.0182447,0.5116442,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-0.44606084,4.2766724,-0.92535156,-1.4415721000000001,-1.3803178999999999,2.0817633
2571,l00180060,Anna,"Hart, Julius",29,2,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",1885,"Arent, Wilhelm",l00180060,Moderne,2.1569176,0.9978772,-5.2064176,0.8510978000000001,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-0.16267788,4.149195,-0.5918833,-1.3866844999999999,-1.155463,1.7608517
1384,l00110655,Auf den Höhen,"Weigand, Wilhelm",3,4,"Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.",1904,"Benzmann, Hans",l00110655,Moderne,0.041095167,-3.16722,-2.8549292,1.0955449,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,0.90200317,-0.26172460000000003,1.8418775,1.3852973999999998,1.5071012,0.5334778
2047,l00160077,Auf den Höhen,"Weigand, Wilhelm",3,4,"Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.",1894,"Bierbaum, Otto Julius",l00160077,Moderne,-0.0021010973,-3.3653817000000004,-2.8991685,1.1112441000000002,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-0.7972406,-0.30492779999999997,0.5996903,0.736296,1.0336678,0.31841257
2565,l00180054,Auf der Fahrt nach Berlin,"Hart, Julius",8,8,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",1885,"Arent, Wilhelm",l00180054,Moderne,-0.27023363,0.107101046,-2.911351,0.8178692,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-3.2034125,-1.1864321000000002,1.7611346,-1.7025791000000001,0.30557078,0.6268983
1469,l00130003,Auf der Fahrt nach Berlin,"Hart, Julius",8,8,"Deutsche Lyrik von Heute und Morgen. Mit einer geschichtlichen Einleitung, hrsg. von Alexander Tille. Leipzig 1896.",1896,"Tille, Alexander",l00130003,Moderne,-0.25710106,0.08318265,-2.8751907,0.8378996999999999,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-3.108692,-1.4002153,2.5828290000000003,-1.3397906000000002,0.33881614,0.65801394
1597,l00140043,"Aus ""Zwei Menschen""","Dehmel, Richard",5,1,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,1908,"Federmann, Hertha",l00140043,Moderne,-0.5997925000000001,-1.3321594,-3.0335970000000003,0.7790989,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-1.1745081,-1.6159362,2.7726402,-0.42315063,1.0684917999999999,-0.3587962
2167,l00170092,"Aus ""Zwei Menschen""","Dehmel, Richard",5,1,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170092,Moderne,2.8777003,0.59568167,-4.424137,0.5819641999999999,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,2.7331395,-0.004423137,1.9903772000000002,0.58550674,-0.8014896,1.6235012
2165,l00170090,"Aus ""Zwei Menschen""","Dehmel, Richard",5,3,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170090,Moderne,2.7533066,-1.1693481,-4.931366400000001,0.42362472,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-2.117126,-1.3508195,2.1059055,-1.2352549,-1.0125561,2.0625396
1596,l00140042,"Aus ""Zwei Menschen""","Dehmel, Richard",5,12,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,1908,"Federmann, Hertha",l00140042,Moderne,-0.091294385,-2.2047954,-2.3528943,1.3611258,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-2.3347882999999996,-1.5194975,2.6678113999999997,-0.93821025,0.94584155,0.2749513
2166,l00170091,"Aus ""Zwei Menschen""","Dehmel, Richard",5,2,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170091,Moderne,2.5890045,-2.2929487,-4.4534035,0.5639075,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-0.30167553,-1.2825195,2.3723571,0.34834149999999997,-0.48114809999999997,1.4210819
2168,l00170093,"Aus ""Zwei Menschen""","Dehmel, Richard",5,12,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170093,Moderne,-0.17169021,-2.015025,-2.4077833,1.3632632,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-2.9969895,-0.9802313,1.334324,-1.5088006,0.9329165,0.35035079999999996
1578,l00140024,Aus banger Brust,"Dehmel, Richard",4,5,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,1908,"Federmann, Hertha",l00140024,Moderne,3.915794,-0.34961802,-5.3151875,0.92559963,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,0.12823719,1.3655005,0.39538848,-0.59907097,-1.6002893,2.2811275
2153,l00170078,Aus banger Brust,"Dehmel, Richard",4,5,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170078,Moderne,3.8208485,-0.2675118,-5.283018599999999,0.88862026,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-1.2836869,2.5206137,-1.5435348999999998,-0.96901584,-1.6602186999999997,2.205462
2286,l00170211,"Aus dem ""Phantasus""","Holz, Arno",4,8,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170211,Moderne,-0.6673866,0.7773852,-2.3434207,0.50944924,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,0.24372691,-0.40884942,1.3796524,0.39048874,0.49826992,0.54621637
2287,l00170212,"Aus dem ""Phantasus""","Holz, Arno",4,9,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170212,Moderne,0.17577858,-2.3740468,-3.9960182,0.91372365,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-3.4047709999999998,2.2446618,-0.52551466,-2.5506804,0.43864837,0.36441886
883,l00110154,Aus dem Takt,"Falke, Gustav",3,6,"Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.",1904,"Benzmann, Hans",l00110154,Moderne,1.7387991000000005,0.7876065999999999,-4.265531,0.2873695,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,0.046658754000000004,0.5550195,1.3376423000000002,-0.5626446999999999,-0.8998234,2.2284827000000003
4632,l0060016,Aus dem Takt,"Falke, Gustav",3,6,"Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.",1893,"Bierbaum, Otto Julius",l0060016,Moderne,1.7387991000000005,0.7876065999999999,-4.265531,0.2873695,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-0.60685074,1.2472483,0.53156793,-0.7224575,-0.8998234,2.2284827000000003
92,l00100086,Aus dem Takt,"Falke, Gustav",3,6,"Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.",1898,"Gemmel, Ludwig",l00100086,Moderne,1.7387991000000005,0.7876065999999999,-4.265531,0.2873695,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-1.2086586000000001,1.7392522000000001,0.06970754,-1.0245697,-0.8998234,2.2284827000000003
2467,l00170392,"Aus den ""Liedern an eine Geliebte""","Schröder, Rudolf Alexander",2,2,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170392,Moderne,0.2629828,0.91856223,-3.106847,2.0033033,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,4.106072,2.5457964,1.2542877000000001,-0.4105362,0.6373396,1.1040780000000001
2469,l00170394,"Aus den ""Liedern an eine Geliebte""","Schröder, Rudolf Alexander",4,2,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170394,Moderne,3.5370374,-1.2998517,-4.7076106,0.8927132,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,3.3165486000000004,2.9021053,0.44658825,-0.3844369,-1.5236053,2.9339063
2468,l00170393,"Aus den ""Liedern an eine Geliebte""","Schröder, Rudolf Alexander",3,2,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170393,Moderne,4.867424,-1.265855,-5.7248054,-0.79822683,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,3.3780415,3.3294787000000006,0.9010535,-1.2334154,-1.829768,4.043526
2470,l00170395,"Aus den ""Liedern an eine Geliebte""","Schröder, Rudolf Alexander",2,5,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170395,Moderne,-1.3954502,0.31615394,-3.5856683,1.8482934,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,2.5960655,2.6572793,0.32615066,-0.6718189,1.174475,0.4216656
2466,l00170391,"Aus den ""Liedern an eine Geliebte""","Schröder, Rudolf Alexander",5,2,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170391,Moderne,-1.8998493000000003,-2.4239924,-2.507746,1.7464253,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,3.8945997,1.2504233,2.2206217999999995,0.6883689000000001,1.97322,-1.0215839
2128,l00170053,"Aus den ""Schwarzen Blättern""","Conradi, Hermann",1,12,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170053,Moderne,2.9693768,-1.8993756,-3.8069193,0.16885084,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-6.0557275,-0.40863708,0.64941937,-4.2118273,-0.71699595,1.9672787
2129,l00170054,"Aus den ""Schwarzen Blättern""","Conradi, Hermann",3,10,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170054,Moderne,1.3472402,-1.3615726,-3.988793100000001,0.94268316,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-2.1106849999999997,3.0199149,-0.49388108,-2.2008882,0.22544396,0.7390553000000001
325,l0010092,Aus einem Cyklus: Dichter und Gedichte.,Karl Egon Ritter von Ebert.,5,4,Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage,1882,"Moltke, Max",l0010092,Realismus,0.7006034000000001,0.91164124,-3.982655,0.4469835,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,1.7612036,3.5371802000000003,-0.93259275,-0.25032833,-1.5695175,0.25441020000000003
323,l0010090,Aus einem Cyklus: Dichter und Gedichte.,Karl Egon Ritter von Ebert.,4,4,Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage,1882,"Moltke, Max",l0010090,Realismus,0.80504525,2.4696834,-3.5791687999999997,0.45837012,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,0.30614638,4.481459,-2.3853407000000004,-0.3239361,-2.673741,0.6515753000000001
324,l0010091,Aus einem Cyklus: Dichter und Gedichte.,Karl Egon Ritter von Ebert.,4,4,Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage,1882,"Moltke, Max",l0010091,Realismus,-1.1470842,-1.7339692,-3.363745,1.364327,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,1.2223434,1.3942686000000002,0.29488355,0.18000220000000003,0.67646563,0.26695353
327,l0010094,Aus einem Cyklus: Dichter und Gedichte.,Karl Egon Ritter von Ebert.,4,6,Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage,1882,"Moltke, Max",l0010094,Realismus,-3.1465874,-0.8267810999999999,-3.1320531000000003,0.9111395,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-1.4497744,2.1347853999999997,-1.7968125,-0.21307296,0.535208,-1.8846179
326,l0010093,Aus einem Cyklus: Dichter und Gedichte.,Karl Egon Ritter von Ebert.,7,4,Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage,1882,"Moltke, Max",l0010093,Realismus,-1.1729506,-0.21604903,-3.0165477000000003,0.8841308000000001,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,0.2795087,1.4916517,-0.55152404,0.49338329999999997,-0.6215687,-0.63899183
1015,l00110286,Ballade des äußeren Lebens,"Hofmannsthal, Hugo von [Pseud. Loris]",8,1,"Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.",1904,"Benzmann, Hans",l00110286,Moderne,-0.5530889,1.2227181,-2.745533,0.52368253,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,3.5818896000000002,0.34601915,2.3903966,0.29150483,0.23137772,0.69770414
2275,l00170200,Ballade des äußeren Lebens,"Hofmannsthal, Hugo von [Pseud. Loris]",8,1,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170200,Moderne,-0.5541394000000001,1.2400578000000002,-2.7300470000000003,0.52027047,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,3.2818709999999998,0.7734599,1.47491,0.30347973,0.22060484,0.69688296
1538,l00130072,Beherzigung,"Gumppenberg, Hanns von",3,8,"Deutsche Lyrik von Heute und Morgen. Mit einer geschichtlichen Einleitung, hrsg. von Alexander Tille. Leipzig 1896.",1896,"Tille, Alexander",l00130072,Moderne,-2.5681446,0.5254443,-3.1958451,0.84418637,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-1.5179278,3.7708056000000005,-0.57474643,-1.8601862,1.8980651000000002,-0.38537282
4697,l0060081,Beherzigung,"Gumppenberg, Hanns von",3,8,"Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.",1893,"Bierbaum, Otto Julius",l0060081,Moderne,-2.631518,0.41889936,-3.2666388,0.85659045,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-2.3122249,4.4491143,-0.89138407,-2.3514237000000002,2.0151563,-0.37705459999999996
2162,l00170087,Bewegte See,"Dehmel, Richard",4,5,Deutsche Lyrik seit Liliencron. Herausgegeben von Hans Bethge. Leipzig 1905,1905,"Bethge, Hans",l00170087,Moderne,1.3378445,0.4522055,-3.8157067,0.7464694000000001,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-0.41438386,1.9384561999999999,0.058162812,-0.7984364,-0.4096786,1.5458357
1576,l00140022,Bewegte See,"Dehmel, Richard",4,5,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,1908,"Federmann, Hertha",l00140022,Moderne,1.4587458,0.29426223,-3.8442633,0.73895967,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,0.85339963,1.0566988000000002,1.157957,-0.33368602,-0.44774369999999997,1.5553204999999999
4274,l0040614,Blick in die Zukunft.,Heinrich Zeise.,6,4,Anthologie Deutscher Lyriker seit 1850,1865,"Kneschke, Emil",l0040614,Realismus,-2.7839252999999995,0.09026951,-3.5318713,0.99040216,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-2.2948956000000003,4.706216,-1.9371858,-1.4824976,-0.17719086,-1.3975168
3121,l0030037,Blick in die Zukunft.,Heinrich Zeise.,6,4,Dichtergrüsse. Neuere deutsche Lyrik,1861,"Polko, Elise",l0030037,Realismus,-2.7310061,0.0558554,-3.513088,0.9634566,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,-2.3427832000000004,4.6688895,-1.7885677,-1.5773832,-0.30435732,-1.3339725
1701,l00140147,"Buddha [Aus ""Neue Gedichte""]","Rilke, Rainer Maria [alt. Rilke, Rainer-Maria]",4,3,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,1908,"Federmann, Hertha",l00140147,Moderne,-1.6870272000000002,-0.27273452,-3.0716069,0.6420526999999999,sonett,-1.6870272000000002,-0.27273452,-0.17622633278369906,-3.3605971336364746,-0.6478866338729858,2.3253393173217773,3.9188707000000003,-0.47564036,2.4290847999999996,1.8340955,0.95354724,-0.007686856999999999
1700,l00140146,"Buddha [Aus ""Neue Gedichte""]","Rilke, Rainer Maria [alt. Rilke, Rainer-Maria]",3,4,Der Schatzbehalter. Ein Brevier Zeitgenössischer Lyrik. Ausgewählt von H. Federmann. München 1908,1908,"Federmann, Hertha",l00140146,Moderne,-3.2763796000000003,0.77302736,-2.4335175,0.21236607,kein_sonett,0.0,0.0,3.0,-3.0,0.0,0.0,1.6459365000000001,0.8231198000000001,1.412971,-0.6546206999999999,1.1435443,-0.036618013
