ID	Titel	Autor	Strophen	Verse	Anthologie	Jahr	Hrsg	ID.1	Epoche	dtm_Ivis_1	dtm_Ivis_2	dtm_Ivis_balladen_sup_1	dtm_Ivis_balladen_sup_2	sonett	dtm_Ivis_sonett_1	dtm_Ivis_sonett_2	bert_Ivis_sonett_1	bert_Ivis_sonett_2	bert_Ivis_sonett_sup_1	bert_Ivis_sonett_sup_2	bert_Ivis_1	bert_Ivis_2	bert_Ivis_sup_1	bert_Ivis_sup_2	dtm_Ivis_sup_1	dtm_Ivis_sup_2
l00100002	Am Geburtstag	Avenarius, Ferdinand [alt. Avernarius, Ferdinand; Avernius, Ferinand]	1	18	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100002	Moderne	-1.1151373	-2.6110797000000003	-3.421154	1.604638	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-5.3803415	-0.8088832	-0.11785668	-3.9090066	1.4015547	-0.3907876
l00100003	Krankheit	Avenarius, Ferdinand [alt. Avernarius, Ferdinand; Avernius, Ferinand]	3	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100003	Moderne	2.4915662	2.0096586	-4.539126400000001	0.89319384	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-3.6929293	5.331859	-1.0581315	-3.1612415	-1.3087543	2.3307402
l00100004	In dämmerdunklen Wegen [Drei Liebeslieder]	Benzmann, Hans	3	5	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100004	Moderne	-0.8221975	-1.1534928999999998	-4.2204347	2.8173556	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.3252316	-1.0660139	2.7406318	-0.27144662	0.6707109	2.4739003
l00100005	In gelben Ähren [Drei Liebeslieder]	Benzmann, Hans	3	7	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100005	Moderne	-2.2742324000000003	-2.114109	-3.2148886	3.2416417999999996	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-2.2590742	-1.154754	2.7975616	-1.1979927	1.7674693	0.09422055
l00100006	Nach dem Sturm [Drei Liebeslieder]	Benzmann, Hans	3	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100006	Moderne	-2.104977	-2.3544278	-3.5957744	1.9273156000000002	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.166162	-1.794649	2.745504	1.7343622	1.7886854	-0.81341314
l00100007	Die Hochzeit zu Kana	Benzmann, Hans	2	10	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100007	Moderne	-0.98938465	-0.73638415	-3.5671904000000003	0.8308009	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-6.301992	-0.27583456	-0.490738	-4.4733524	0.61513925	0.63956016
l00100008	Bergsee	Benzmann, Hans	3	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100008	Moderne	-0.8592135000000001	-0.6762113000000001	-2.7403927	1.6292852	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-0.41371998	-2.3449433	4.1128225	2.7170265	0.3978583	0.7560406
l00100009	Herbststimmung	Benzmann, Hans	7	1	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100009	Moderne	-1.1198447	-0.005005196	-2.3457484	1.539565	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	2.6416936	0.92495006	3.0661776	-0.5560604	1.2537086	1.0280031
l0010001	Erwin von Steinbach.	Jürgen Friedrich Ahrens.	5	8	Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage	1882	Moltke, Max	l0010001	Realismus	-0.5582724	0.18543129	-2.7445272999999997	0.73279655	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-3.681875	0.7595211	-2.218005	-1.5574939	0.16176529	0.39810774
l00100010	Letzte Fahrt	Bethge, Hans	2	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100010	Moderne	1.7077311999999998	-0.7494013	-3.7999112999999998	0.9435375	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-0.04517679	1.5332979	0.7429583	-0.9664007	-0.39204305	1.7967558
l00100011	Unfern Husum	Bethge,  Hans	3	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100011	Moderne	-0.92336243	-2.1992533	-2.7981443	1.4792562	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.029503953	-1.6971767	3.2535617	1.9244002	1.8550965	-0.4890874
l00100012	Ein Abschied	Bethge, Hans	3	3	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100012	Moderne	2.2611467999999997	1.0932457	-4.4013147	0.899949	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-2.4972916	4.3734016	-0.3764775	-2.7433214	-0.79392016	1.8733841
l00100013	Ein Mädchen spricht:	Bethge, Hans	3	1	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100013	Moderne	4.0218167000000005	1.133772	-4.689886	1.4643258999999997	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-0.48527613	4.4194117	0.35399398	-2.7025874	-1.1565802	3.2507665
l00100014	Heimwehlied	Bethge, Hans	4	1	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100014	Moderne	2.7607939999999997	-2.3479447	-4.4545903	1.2366451999999999	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-0.7467945	2.9801204	0.28694832	-2.0937014	-0.2092091	2.4591107
l00100015	Frühlingszuruf	Bierbaum, Otto Julius	3	6	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100015	Moderne	-1.1939285	-0.047657013	-3.4070857000000005	0.9821346	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-5.0416613	2.9086783	-3.0239918	-2.7348292	0.2333052	0.45262277
l00100016	Zuversicht in Pan	Bierbaum, Otto Julius	2	2	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100016	Moderne	2.0126256999999996	-0.9167689	-3.5452428	1.5782821000000002	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.88829184	0.15492679	1.4940459	-0.008207247	-1.0130289	3.03819
l00100017	Das Lied von Ferne	Bierbaum, Otto Julius	4	6	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100017	Moderne	0.27053773	0.5971388000000001	-3.6423870000000003	0.7824418000000001	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.8790603	1.7911725	0.095607236	-0.113521434	-0.04336384	1.2380447
l00100018	Abendlied	Bierbaum, Otto Julius	2	6	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100018	Moderne	-0.4361496	-3.8391610000000003	-3.1135123	1.5101784	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.48055986	-2.059211	3.1638145	2.428821	1.7197427	-0.84893954
l00100019	Banger Abend	Bierbaum, Otto Julius	2	6	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100019	Moderne	3.9375370000000003	-1.7236147000000002	-3.9838924	0.5143278	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.93070155	-0.79279417	2.613425	1.6880776	-0.8968512	2.7416568
l0010002	Wilhelminenhöhe am Kieler Hafen.	Jürgen Friedrich Ahrens.	6	10	Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage	1882	Moltke, Max	l0010002	Realismus	-1.216378	-0.8252671	-2.655573	0.9312002	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-3.3797274	-0.82946604	-1.5046712	-0.75676835	0.20970668	-0.21552849
l00100020	Traum durch die Dämmerung	Bierbaum, Otto Julius	2	5	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100020	Moderne	1.5554811000000002	-3.038149	-4.415284	1.0862121999999999	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.1456125	-1.2753075	2.0551817	1.4347192	0.762583	2.163198
l00100021	Nachts an die Nachtigall	Bierbaum, Otto Julius	5	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100021	Moderne	0.05084098	0.6412741	-3.3703510000000003	1.2938174999999998	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.6514604	2.9510198	-0.74219894	-1.4892964	-0.10625461	1.3573446
l00100022	Das Mädchen ohne Bräutigam	Bierbaum, Otto Julius	9	10	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100022	Moderne	3.1285038	0.7228168	-4.8602924000000005	0.19633585	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	3.0270972	3.4457533	0.9650489	-0.9158848	-1.7069703	2.6329172
l00100023	Wenn wir alt sein werden	Bierbaum, Otto Julius	1	24	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100023	Moderne	0.8479578000000001	0.6376596	-4.0434804	0.8481890999999999	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-5.8571734	1.7542236	-1.7404425	-4.2966986	-0.86288047	1.5249853
l00100024	Letzter Wunsch	Bierbaum, Otto Julius	1	12	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100024	Moderne	1.2760375	-1.5123701999999999	-4.253822	1.4233693	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-6.462314	1.7377014	-1.2826107	-4.893224	-0.40398017	1.7727437
l00100025	Schmied Schmerz	Bierbaum, Otto Julius	3	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100025	Moderne	-1.6746353999999999	0.10466652	-2.5580635	1.0553148	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	3.45818	-0.12672363	2.2004473	1.8001667	0.98841846	-0.42600212
l00100026	Zwischen den Hecken	Bodman, Emanuel von [Bodman, Emanuel Freiherr von; alt. Bodmann, Emanuel von]	3	6	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100026	Moderne	0.9974639000000001	0.44734302	-3.5278335	0.77571434	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	2.6164217	1.9422985	1.1058514	-0.17069118	-0.2577499	1.7725147
l00100027	Sehnsucht	Bodman, Emanuel von [Bodman, Emanuel Freiherr von; alt. Bodmann, Emanuel von]	4	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100027	Moderne	0.44286186	-0.83905756	-3.372507	0.99263793	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-0.9974281	0.78887045	0.30614394	-0.533309	-0.056160465	1.4157634
l00100028	Aufschwung	Bodman, Emanuel von [Bodman, Emanuel Freiherr von; alt. Bodmann, Emanuel von]	6	11	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100028	Moderne	2.5957529999999998	-0.72530687	-4.873228	0.5021778	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-0.22301044	3.1390128	-0.22536956	-2.096995	-1.3447508	2.5641809
l00100029	Im Morgenwind	Bruns, Max	3	1	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100029	Moderne	-1.074352	0.07438560000000001	-2.66026	1.7400466	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	2.5509934	-2.207789	4.1165714	3.416347	0.5758021	0.08873585
l0010003	Wie glänzt der Wald so goldengrün.	Jürgen Friedrich Ahrens.	4	4	Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage	1882	Moltke, Max	l0010003	Realismus	0.19298454	1.111049	-2.9965305	1.2563223999999997	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.0415257	2.8377767	-1.6126323	-0.43784362	-1.092036	0.27115527
l00100030	Spaziergang	Bruns, Max	2	5	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100030	Moderne	1.8406922	0.56942755	-4.0220184	0.81417584	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.1219095	0.9950401	-0.3076638	-0.33513185	-0.63401556	1.8227015
l00100031	Mohn	Bruns, Max	3	12	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100031	Moderne	0.69289196	0.5057172000000001	-3.5565602999999997	0.8764463	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-3.7344558	-1.2506729	2.5965152	-2.1691313	-0.116995156	1.2227805
l00100032	Junge Frau	Bruns, Max	3	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100032	Moderne	0.23096254	-3.2109373	-2.7816973	1.7159406000000004	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.8485682	-1.7356907	3.2298195	-0.27093208	1.7511677	-0.9975152
l00100033	Nebel	Bruns, Max	4	3	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100033	Moderne	2.4607096	-0.88700986	-4.0674872	0.7335955	sonett	2.4607096	-0.88700986	0.646113395690918	-3.0353426933288574	-1.1282010078430176	2.46059513092041	1.9758035	-0.82129085	2.7150989	1.1547238	-0.53154624	1.9155388
l00100034	Der Gottsucher	Busse, Carl [alt. Busse, Karl]	4	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100034	Moderne	4.234746	-0.15564272	-6.132157299999999	0.33300608	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-3.512088	3.6825292	-1.0587498	-2.9921608	-2.1259403	3.3527062
l00100035	Über den Bergen	Busse, Carl [alt. Busse, Karl]	1	6	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100035	Moderne	0.4553823	-3.2034469	-3.4809966	1.2991518	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.4399704	0.18559277	0.9869711	-0.49239057	1.3568517	0.010791408
l00100036	Juli-Sonntag	Busse, Carl [alt. Busse, Karl]	5	1	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100036	Moderne	-1.1156118	-3.0088115	-2.4116879	1.7086256999999998	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	3.7314365	-2.823898	4.110218	3.9535515	1.6099083	-0.77584404
l00100037	Kirchweih	Busse, Carl [alt. Busse, Karl]	3	6	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100037	Moderne	0.055258814	0.7470711999999999	-3.6853754999999997	1.122431	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-2.078945	-0.05231359	1.0357689	-1.1992525	-0.17926845	1.1391996
l00100038	Otti	Busse, Carl [alt. Busse, Karl]	4	8	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100038	Moderne	1.4299021	1.117202	-4.3212705	1.0206724	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.772981	3.0108688	-0.7347692	-1.763582	-0.68861794	1.5587434
l00100039	In Unrast	Busse, Carl [alt. Busse, Karl]	5	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100039	Moderne	3.6382263	-0.6659191	-4.757675	0.09874887	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.6610242	-0.12903285	1.2475518	0.9184588	-1.7082177	3.049583
l0010004	Echo.	Jürgen Friedrich Ahrens.	3	10	Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage	1882	Moltke, Max	l0010004	Realismus	-0.89856595	-0.37933877	-2.7710538	1.0176064	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-5.633814	1.0248091	-2.9994407	-2.8894205	-0.4190772	-0.59976196
l00100040	Perdita	Busse, Carl [alt. Busse, Karl]	8	6	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100040	Moderne	2.094897	-0.67216504	-3.947118	0.890091	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-4.450538	0.48599544	0.65923834	-3.1970272	-0.8197671	1.4398088
l00100041	In der Reife	Busse, Carl [alt. Busse, Karl]	4	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100041	Moderne	0.6945028	0.6833276	-3.4022589	0.37531483	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.8222599	-0.73413783	0.8173264	2.5036473	-0.7513511	0.65837294
l00100042	Erdeinsamkeit	Conradi, Hermann	13	1	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100042	Moderne	-3.5533924	0.37364092	-3.110763	1.1831715	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.58464694	3.369913	0.52321625	-1.5826244	1.980975	-0.541299
l00100043	Klage des Jünglings	Conradi, Hermann	14	6	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100043	Moderne	2.6111715	-0.5133548	-4.817851	0.41690144	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-3.2557864	3.0449064	-0.83680886	-3.1433647	-0.9282552	1.8089812
l00100044	Endziel	Croissant-Rust, Anna	1	37	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100044	Moderne	3.5480282	-0.06393493	-5.018604799999999	0.7819355	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-7.8866124	0.5189731	-1.403271	-5.6098294	-1.228621	2.1714807
l00100045	Nymphenburg	Croissant-Rust, Anna	5	6	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100045	Moderne	-0.059051633	-4.038689	-2.6515987	1.7892279999999998	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	2.4729779	-1.738712	3.4582381	2.8615441	1.624615	-1.0369763
l00100046	Traum	Croissant-Rust, Anna	1	60	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100046	Moderne	2.6713283	-1.2261841999999998	-4.6945879999999995	0.47606304	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-7.982363	-0.30569413	-2.1693838	-6.6425486	-0.7794199	1.6778708
l00100047	Gottes Wille	Dehmel, Richard	3	5	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100047	Moderne	1.7991952000000002	1.6198943000000001	-4.024471299999999	1.304067	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-2.370921	5.015086	-0.66182774	-2.8191988	-0.6470072	1.5573503
l00100048	In Sehnsucht	Dehmel, Richard	2	9	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100048	Moderne	3.1825403999999997	-0.48350304	-4.7981977	0.18482324	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-3.599109	3.4211695	-0.5914826	-2.709013	-1.2465665	2.4924219
l00100049	Gieb mir!	Dehmel, Richard	3	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100049	Moderne	1.6937752000000001	-1.8553601999999998	-3.5294112999999996	1.8012351999999998	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.7845323	1.2349211	0.90335834	-0.13840726	1.1437384	1.121277
l0010005	Selbstgespräch.	Eduard Alberti.	7	8	Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage	1882	Moltke, Max	l0010005	Realismus	-0.8535163	-0.9539598	-3.7540452000000006	0.59832996	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-5.18885	3.1697035	-2.8921254	-2.6335595	-0.4328472	-0.04351786
l00100050	Immer wieder	Dehmel, Richard	1	10	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100050	Moderne	-3.3143282	-0.5912310000000001	-3.5316067	0.9520153	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.9943953	-1.7247441	2.7939584	-0.24730766	2.5184913	-0.3859414
l00100051	Venus Madonna	Dehmel, Richard	3	6	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100051	Moderne	-0.6998661999999999	-3.1545813	-2.7593665	1.1614778000000001	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-2.0934877	1.98923	-0.34224907	-2.1952116	1.6964622	-0.5490045
l00100052	Der Brand	Dehmel, Richard	5	5	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100052	Moderne	1.4027307	0.00023711938	-2.9267	0.78273225	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	2.1262424	-2.132064	3.1263552	2.6859407	-0.22149017	1.4913611
l00100053	Zuversicht	Dehmel, Richard	1	20	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100053	Moderne	4.0217977	0.9127857	-6.3900666	0.32485774	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-5.5018406	5.2709355	-1.0484772	-4.167704	-2.0830088	3.177009
l00100054	Heimat	Dehmel, Richard	2	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100054	Moderne	-0.07672369	0.5129882	-2.9637191	1.5517178999999999	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	2.6870239	0.13924512	1.9720807	1.6472783	0.34205052	0.7995382
l00100055	Die Harfe	Dehmel, Richard	9	5	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100055	Moderne	2.1571243	-2.7113342	-3.8546894	0.42412516	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.7656643	-1.297628	2.8419726	1.3449754	0.40145415	1.2456276
l00100056	Selbstzucht	Dehmel, Richard	3	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100056	Moderne	0.4573210999999999	2.2021773	-4.503448000000001	0.57228255	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.24156378	4.752979	-0.069774486	-1.6409168	-0.8847965	2.0940363
