ID	Titel	Autor	Strophen	Verse	Anthologie	Jahr	Hrsg	ID.1	Epoche	dtm_Ivis_1	dtm_Ivis_2	dtm_Ivis_balladen_sup_1	dtm_Ivis_balladen_sup_2	sonett	dtm_Ivis_sonett_1	dtm_Ivis_sonett_2	bert_Ivis_sonett_1	bert_Ivis_sonett_2	bert_Ivis_sonett_sup_1	bert_Ivis_sonett_sup_2	bert_Ivis_1	bert_Ivis_2	bert_Ivis_sup_1	bert_Ivis_sup_2	dtm_Ivis_sup_1	dtm_Ivis_sup_2
l0070035	Schneepalast	Goldschmidt, Kurt Walter	2	9	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070035	Moderne	-0.86014634	0.060891543	-2.899621	1.4561208	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-3.3607123	-1.8047516	3.6209908	1.1890401	1.0020407	0.20356467
l0070036	Alte Briefe	Goldschmidt, Kurt Walter	5	4	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070036	Moderne	0.23483464	0.55552715	-3.1768810000000003	0.9252384	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-2.1439872	0.55033755	0.9126132	-1.7886243	0.5281031	0.930579
l0070037	Dämmerung	Goldschmidt, Kurt Walter	6	3	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070037	Moderne	-0.37056035	-2.5451677000000004	-3.3351542999999997	1.1710806999999999	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.3557154	-0.26746318	3.118187	-1.8033841	1.4849057	-0.5777774
l0070038	Stimmungen	Goldschmidt, Kurt Walter	5	4	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070038	Moderne	-0.8579386	-1.3558065000000001	-2.5766723	1.4282609	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.8374202	-1.5150245	3.2948437	1.0583609	1.279629	-0.12983933
l0070039	Morgen	Goldschmidt, Kurt Walter	2	8	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070039	Moderne	-0.3824212	0.55265903	-3.2426443	1.0337179	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-2.285243	-1.8891708	3.0352714	2.2280397	-0.2880229	0.13414033
l0070040	Wünsche	Goldschmidt, Kurt Walter	3	6	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070040	Moderne	-1.6359976999999999	-0.4166246	-0.8867844000000001	1.9893737	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-2.2925284	0.39662418	-0.9395	-0.25565198	0.25645295	-1.1915256
l0070041	Die Sterne	Goldschmidt, Kurt Walter	4	4	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070041	Moderne	0.04782294	0.15950954	-3.3775800000000005	1.1128685	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-2.6368384	2.2380402	-0.5622584	-2.8339462	0.13563582	0.96557146
l0070042	Sonnentag im Walde	Goldschmidt, Kurt Walter	4	11	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070042	Moderne	0.55527556	0.3874759	-3.2771225	1.0119866	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-2.8862057	-0.27755	1.0256243	-1.3806359	-0.010865904	1.0798094
l0070043	Zwang	Goldschmidt, Kurt Walter	4	4	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070043	Moderne	-0.82991445	1.0003624	-2.7837946	1.0461311	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-2.972507	1.8860524	-0.16606933	-2.7976813	0.96549976	0.37184358
l0070044	"Aus ""Telemach"""	Günther, Hans von	13	4	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070044	Moderne	2.615729	-0.8733486999999999	-4.182671	0.50929064	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-0.43941057	1.5582073	0.30657262	-0.9304613	-0.5147815	1.4113132
l0070045	Der Spaziergänger	Kramer, Adolf	3	5	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070045	Moderne	1.7713109	0.08701983	-3.8822858	0.5478397	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.7010927	0.13061938	1.6112435	-0.20149371	-0.40831786	1.840856
l0070046	Auf dem Heiligenberge	Kramer, Adolf	2	2	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070046	Moderne	-1.0267171999999998	0.02703438	-2.049268	1.3747511000000001	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	2.4698994	-2.6830258	4.1159616	2.5244806	1.2352157	0.04572771
l0070047	Andreas Baumkircher	Kramer, Adolf	7	6	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070047	Moderne	-0.18068956	0.42067440000000006	-2.9645152	0.39264196	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.9215965	-0.06306873	1.8547562	0.64959335	0.14953966	0.70102173
l0070048	Hellblauer Fliederstrauch	Kramer, Adolf	7	2	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070048	Moderne	-1.8908473000000001	-1.6002607	-2.3435154	0.18862593	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	3.8127468	-1.5625883	2.9794211	2.9304903	0.6180309	-0.2985402
l0070049	Der Blinde	Kramer, Adolf	3	10	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070049	Moderne	-0.24183629999999998	0.85617393	-3.4091294000000003	0.31460023	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.6875699	-0.93658537	2.4271426	-0.26030713	0.07893914	0.90280324
l0070050	Die Hochzeit zu Kana	Kramer, Adolf	5	6	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070050	Moderne	-0.95264184	-0.37362745	-2.4234214	0.8878943000000001	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-0.8368539	-2.1606762	2.9082012	2.037036	0.6736233	0.4821075
l0070051	Nausikaa	Kramer, Adolf	3	13	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070051	Moderne	-1.0461289	-0.21623571	-2.7628126	0.76334023	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.0731667	-1.1924564	2.0440018	-0.27460948	0.49580115	0.31002718
l0070052	Zigeuner	Lieber, Alfred von	3	2	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070052	Moderne	-1.5024195	-3.2989824	-2.159902	1.2650057	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	2.0891812	-1.913722	2.4440484	2.6324792	1.8547585	-0.7871863
l0070053	Sturm	Lieber, Alfred von	2	4	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070053	Moderne	-1.9767891	-1.8323900000000002	-2.2628906000000004	2.2668772	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.645962	-2.1813767	3.4713202	3.0399616	1.850957	-0.38058487
l0070054	Die Terrasse	Lieber, Alfred von	4	4	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070054	Moderne	-1.5318264	-3.3538826	-1.9991797999999998	1.3866067	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	2.062749	-2.6106	3.9991288	3.5219634	2.1437464	-1.0730798
l0070055	Alte Städte	Lieber, Alfred von	3	4	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070055	Moderne	-0.5645794	-2.0959628	-2.4900587000000005	1.3797139999999999	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.8007777	-2.3058543	3.9453912	2.934832	2.0960984	-0.37642303
l0070056	Am Meer	Lieber, Alfred von	3	4	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070056	Moderne	-0.4924544	-1.9411006000000002	-2.6462617	0.7172203	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.066737615	-2.1569436	3.612627	1.981086	1.3901161	-0.6338235
l0070057	Am Bahndamm	Lieber, Alfred von	1	8	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070057	Moderne	-1.3804855	-3.43246	-1.7526016	1.7213855	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.434214	-2.320108	4.580561	2.9397545	2.0420341	-1.223492
l0070058	Wanderung in der Ebene	Lissauer, Ernst	3	4	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070058	Moderne	-3.4842193	0.11695726	-2.7012403	1.3147248	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.003422834	-1.9326667	3.1673064	0.77247095	2.2756126	-0.680841
l0070059	Hymnus	Lissauer, Ernst	4	4	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070059	Moderne	-0.5982097	0.8110366	-2.7647909999999998	0.59924495	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-0.3875017	-1.9566836	3.721161	1.9777428	0.6605072	0.944068
l0070060	Der Kreis	Lissauer, Ernst	2	4	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070060	Moderne	3.0609474	0.6767708	-4.0124283	1.0718848	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.087429315	2.286544	0.5369622	-1.3333652	-1.293836	2.483634
l0070061	Das Weglein	Lissauer, Ernst	3	4	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070061	Moderne	-0.6452486	1.169072	-2.335944	0.6037724	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	2.0723588	-0.9812207	2.4759948	2.0478327	0.7596055	1.3272951
l0070062	Spruch	Lissauer, Ernst	1	4	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070062	Moderne	0.28130287	0.6415526999999999	-2.652154	1.6853955000000003	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-3.2649891	2.7511394	-0.20050207	-2.9642565	-0.3816554	0.76407516
l0070063	Kapriccio	Lissauer, Ernst	1	8	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070063	Moderne	-0.8212683000000001	-3.201186	-1.9585755	1.131766	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.28575093	-2.3138914	3.5835629	2.4350083	2.1144185	-0.48512155
l0070064	Die Türen	Lissauer, Ernst	1	15	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070064	Moderne	-1.4985447	-1.6679529	-2.0773656000000003	1.1644825	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.7159135	-2.1489246	3.8715925	0.37180904	1.474344	0.241326
l0070065	Hohe Nacht	Robertus, Gerda von	4	4	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070065	Moderne	-0.40329635	1.3451431	-3.8762233	1.3028346000000002	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-3.2835915	1.6406496	-0.48871538	-3.0378478	0.67746174	1.0234333
l0070066	Schweigen im Walde	Robertus, Gerda von	1	8	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070066	Moderne	0.7553025	1.5979187	-3.2400729999999998	1.4766723999999998	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-3.2685573	0.02177408	-0.12541386	-2.5862107	-0.44485158	1.8076705
l0070067	Gebet	Robertus, Gerda von	1	16	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070067	Moderne	3.6339111000000006	-1.6090926	-4.375066	1.317024	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-6.371634	1.5420635	-1.0616	-4.4116526	0.087679304	2.7657406
l0070068	Im Dämmer	Robertus, Gerda von	2	4	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070068	Moderne	2.4785225	-0.81219906	-3.3279257000000007	1.1933285	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-3.247955	-0.103299946	0.09452616	-2.5751512	-0.265414	2.1100402
l0070069	Auf hohem Piedestal	Robertus, Gerda von	3	3	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070069	Moderne	3.443028	1.6985134999999998	-4.6692504999999995	0.47372466	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.9195377	5.216832	-0.9926852	-3.1743345	-1.8950051	2.8610444
l0070070	Ich möchte die Sonne sein	Robertus, Gerda von	1	4	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070070	Moderne	2.240355	-1.6813486	-3.2175832000000004	1.6775044	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-2.6294408	1.2479353	-0.42890155	-1.7798501	0.28612033	2.462646
l0070071	Stille	Schur, Ernst	1	8	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070071	Moderne	-0.9335899	-0.09228073	-3.2859955000000003	1.9477756999999998	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-6.1145	-0.5560612	0.45222303	-3.9634953	0.99341595	0.1917125
l0070072	Erinnerung	Schur, Ernst	6	4	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070072	Moderne	-0.9873531999999999	0.34393892	-3.4140856	1.0312054	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.7357427	0.35364935	1.9481719	-0.105195634	0.44524598	0.75537163
l0070073	Erden-Glück	Schur, Ernst	5	1	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070073	Moderne	-0.60504746	-3.7511146	-2.3652173999999997	1.4697413000000001	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.6282416	-1.1070423	3.1389103	-0.27265167	2.0826848	-0.81627816
l0070074	Sonett	Schur, Ernst	4	3	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070074	Moderne	-0.9279171999999999	0.17927863	-2.8961754	1.1927208	sonett	-0.9279171999999999	0.17927863	-0.2238505333662033	-3.720524549484253	1.6234368085861206	1.275429129600525	2.2547061	-1.6338041	2.9229677	1.1367197	1.0589981	0.5089418
l0070075	Großstadt-Morgen	Schur, Ernst	7	16	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070075	Moderne	0.9108391	-1.5745916000000002	-3.5089107000000004	0.74187607	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-2.777749	-1.9268671	2.8593638	-0.8554037	0.084183306	0.6564136
l0070076	Teich im Park	Schur, Ernst	10	2	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070076	Moderne	-0.46014350000000004	-3.4528525	-2.277333	0.75791484	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	3.5051265	-3.0710034	4.334135	3.640116	1.5951939	-0.7497156
l0070077	Die Fontäne	Schur, Ernst	4	3	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070077	Moderne	-0.39108437	-2.8710692000000004	-2.01764	0.92657596	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	2.1111603	-2.7086852	4.1257367	4.0501013	1.5820978	-0.44903323
l0070078	Abend im Park	Schur, Ernst	6	3	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070078	Moderne	-0.7498092	-0.31112486	-2.8408518	1.0228969	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.5251622	-2.0557818	3.2435603	2.0674834	0.5752405	0.45053837
l0070079	So ging der Tag zur Neige...	Schur, Ernst	3	5	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070079	Moderne	-1.4220628999999998	-2.0167825	-2.8180970000000003	1.5290488000000002	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.6721284	-1.1512262	2.7688441	1.6873403	1.5397292	-0.45291147
l0070080	Stimme und Gegenstimme	Schur, Ernst	2	8	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070080	Moderne	-0.67859924	1.0251689	-2.7632701	1.3530838	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-3.5994275	-0.5685177	1.0505995	-2.5292354	0.51866126	0.8966205
l0070081	Am Meer	Schur, Ernst	3	6	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070081	Moderne	-0.015207976000000002	-2.8208902	-2.3358152000000003	1.2682339	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-0.91287524	-2.183785	3.6057477	2.5385816	1.6566272	-0.69026244
l0070082	Beschluß	Schur, Ernst	4	4	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070082	Moderne	3.9139755	-0.81533206	-5.4149747	0.75769466	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	2.0484152	2.9037788	0.91680354	-0.9858568	-1.8791249	3.0389867
l0070083	Abendruhe	Schur, Ernst	3	4	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070083	Moderne	2.8129382	-2.6789169999999998	-4.4039297	0.10878403	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.7112396	0.27836126	1.6244953	-0.27864835	-0.6878817	2.4863348
l0070084	Komm kühle Nacht — ..	Schwabe, Toni	2	9	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070084	Moderne	-2.2912624	-0.33253098	-4.15879	1.4713999	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-5.9890914	4.11831	-1.7758908	-3.8158307	0.5753424	0.81650263
l0070085	Für andre ist die Heimat	Schwabe, Toni	4	4	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070085	Moderne	-0.23279387	-1.5033629	-4.2584324	1.4569107	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.1818595	2.662761	0.44917884	-0.9415028	0.5767739	0.53567064
l0070086	Ich weiß ein Lied	Schwabe, Toni	7	4	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070086	Moderne	2.945417	1.3489803999999999	-3.9528252999999998	0.45825842	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.753146	4.132744	-0.0675176	-1.4597976	-1.9193989	3.3318558
l0070087	Wie ein junger Baum...	Schwabe, Toni	2	5	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070087	Moderne	0.6299298000000001	0.9811528	-3.4103906000000004	2.0102746	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.3257805	1.7865381	0.98228484	-0.8573027	-0.03847637	1.3390055
l0070088	Und ist dein Mund...	Schwabe, Toni	2	7	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070088	Moderne	4.1978054	-1.0647701	-4.5251083	0.9296281999999999	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-2.6919785	5.1005893	-0.70994055	-3.092854	-1.4871359	2.7427204
l0070089	Du gehst	Schwabe, Toni	4	6	Neuland. Ein Buch jüngstdeutscher Lyrik. Im Auftrag der Gesellschaft für Literatur & Kunst Neues Leben, hrsg. von Paul Friedrich mit einem Vorwort von Julius Hart. Berlin 1911.	1911	Friedrich, Paul	l0070089	Moderne	2.557904	-0.36118940000000005	-4.7689667	0.9195264000000001	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.2995173	3.8822362	-0.093101546	-2.2357767	-0.7799616	2.1832082
