,Source,Target,Weight,Type
1,epik_lemma_achleitner,epik_lemma_arnim,2,undirected
2,epik_lemma_achleitner,epik_lemma_goethe,3,undirected
3,epik_lemma_achleitner,epik_lemma_heiberg,3,undirected
4,epik_lemma_achleitner,epik_lemma_hoffmann,2,undirected
5,epik_lemma_achleitner,epik_lemma_may,3,undirected
6,epik_lemma_achleitner,epik_lemma_wassermann,1,undirected
7,epik_lemma_arnim,epik_lemma_achleitner,2,undirected
8,epik_lemma_arnim,epik_lemma_bonsels,3,undirected
9,epik_lemma_arnim,epik_lemma_falke,2,undirected
10,epik_lemma_arnim,epik_lemma_fischer,2,undirected
11,epik_lemma_arnim,epik_lemma_gerstacker,1,undirected
12,epik_lemma_arnim,epik_lemma_heiberg,4,undirected
13,epik_lemma_arnim,epik_lemma_hoffmann,1,undirected
14,epik_lemma_arnim,epik_lemma_kafka,3,undirected
15,epik_lemma_arnim,epik_lemma_keller,4,undirected
16,epik_lemma_arnim,epik_lemma_lewald,2,undirected
17,epik_lemma_arnim,epik_lemma_may,1,undirected
18,epik_lemma_arnim,epik_lemma_meyer,2,undirected
19,epik_lemma_arnim,epik_lemma_wassermann,6,undirected
20,epik_lemma_bonsels,epik_lemma_arnim,3,undirected
21,epik_lemma_bonsels,epik_lemma_falke,2,undirected
22,epik_lemma_bonsels,epik_lemma_keller,1,undirected
23,epik_lemma_brentano,epik_lemma_goethe,1,undirected
24,epik_lemma_brentano,epik_lemma_hoffmann,6,undirected
25,epik_lemma_brentano,epik_lemma_meyer,2,undirected
26,epik_lemma_brentano,lyrik_lemma_l00180116,1,undirected
27,epik_lemma_brentano,lyrik_lemma_l00180161,2,undirected
28,epik_lemma_brentano,lyrik_lemma_l00180187,3,undirected
29,epik_lemma_brentano,lyrik_lemma_l00180188,2,undirected
30,epik_lemma_brentano,lyrik_lemma_l00180220,1,undirected
31,epik_lemma_falke,epik_lemma_arnim,2,undirected
32,epik_lemma_falke,epik_lemma_bonsels,2,undirected
33,epik_lemma_falke,epik_lemma_heiberg,6,undirected
34,epik_lemma_falke,epik_lemma_kafka,3,undirected
35,epik_lemma_fischer,epik_lemma_arnim,2,undirected
36,epik_lemma_fischer,epik_lemma_keller,1,undirected
37,epik_lemma_fischer,epik_lemma_lewald,3,undirected
38,epik_lemma_fontane,epik_lemma_hesse,6,undirected
39,epik_lemma_fontane,epik_lemma_keller,2,undirected
40,epik_lemma_fontane,epik_lemma_sapper,1,undirected
41,epik_lemma_fontane,epik_lemma_schnitzler,1,undirected
42,epik_lemma_fontane,epik_lemma_spyri,3,undirected
43,epik_lemma_gerstacker,epik_lemma_arnim,1,undirected
44,epik_lemma_gerstacker,epik_lemma_kafka,3,undirected
45,epik_lemma_gerstacker,epik_lemma_schnitzler,3,undirected
46,epik_lemma_goethe,epik_lemma_achleitner,3,undirected
47,epik_lemma_goethe,epik_lemma_brentano,1,undirected
48,epik_lemma_goethe,epik_lemma_may,1,undirected
49,epik_lemma_goethe,epik_lemma_wassermann,2,undirected
50,epik_lemma_goethe,lyrik_lemma_l00180220,2,undirected
51,epik_lemma_heiberg,epik_lemma_achleitner,3,undirected
52,epik_lemma_heiberg,epik_lemma_arnim,4,undirected
53,epik_lemma_heiberg,epik_lemma_falke,6,undirected
54,epik_lemma_heiberg,epik_lemma_keller,1,undirected
55,epik_lemma_heiberg,epik_lemma_lewald,3,undirected
56,epik_lemma_heiberg,epik_lemma_mann,3,undirected
57,epik_lemma_heiberg,epik_lemma_sapper,2,undirected
58,epik_lemma_heiberg,epik_lemma_schnitzler,2,undirected
59,epik_lemma_heiberg,epik_lemma_wassermann,3,undirected
60,epik_lemma_hesse,epik_lemma_fontane,6,undirected
61,epik_lemma_hesse,epik_lemma_sapper,2,undirected
62,epik_lemma_hesse,epik_lemma_schnitzler,1,undirected
63,epik_lemma_hesse,epik_lemma_spyri,1,undirected
64,epik_lemma_hoffmann,epik_lemma_achleitner,2,undirected
65,epik_lemma_hoffmann,epik_lemma_arnim,1,undirected
66,epik_lemma_hoffmann,epik_lemma_brentano,6,undirected
67,epik_lemma_hoffmann,epik_lemma_meyer,1,undirected
68,epik_lemma_kafka,epik_lemma_arnim,3,undirected
69,epik_lemma_kafka,epik_lemma_falke,3,undirected
70,epik_lemma_kafka,epik_lemma_gerstacker,3,undirected
71,epik_lemma_keller,epik_lemma_arnim,4,undirected
72,epik_lemma_keller,epik_lemma_bonsels,1,undirected
73,epik_lemma_keller,epik_lemma_fischer,1,undirected
74,epik_lemma_keller,epik_lemma_fontane,2,undirected
75,epik_lemma_keller,epik_lemma_heiberg,1,undirected
76,epik_lemma_keller,epik_lemma_wassermann,3,undirected
77,epik_lemma_lewald,epik_lemma_arnim,2,undirected
78,epik_lemma_lewald,epik_lemma_fischer,3,undirected
79,epik_lemma_lewald,epik_lemma_heiberg,3,undirected
80,epik_lemma_lewald,epik_lemma_may,3,undirected
81,epik_lemma_mann,epik_lemma_heiberg,3,undirected
82,epik_lemma_mann,epik_lemma_schnitzler,1,undirected
83,epik_lemma_mann,epik_lemma_wassermann,2,undirected
84,epik_lemma_may,epik_lemma_achleitner,3,undirected
85,epik_lemma_may,epik_lemma_arnim,1,undirected
86,epik_lemma_may,epik_lemma_goethe,1,undirected
87,epik_lemma_may,epik_lemma_lewald,3,undirected
88,epik_lemma_meyer,epik_lemma_arnim,2,undirected
89,epik_lemma_meyer,epik_lemma_brentano,2,undirected
90,epik_lemma_meyer,epik_lemma_hoffmann,1,undirected
91,epik_lemma_meyer,epik_lemma_wassermann,3,undirected
92,epik_lemma_sapper,epik_lemma_fontane,1,undirected
93,epik_lemma_sapper,epik_lemma_heiberg,2,undirected
94,epik_lemma_sapper,epik_lemma_hesse,2,undirected
95,epik_lemma_sapper,epik_lemma_schnitzler,6,undirected
96,epik_lemma_sapper,epik_lemma_spyri,2,undirected
97,epik_lemma_schnitzler,epik_lemma_fontane,1,undirected
98,epik_lemma_schnitzler,epik_lemma_gerstacker,3,undirected
99,epik_lemma_schnitzler,epik_lemma_heiberg,2,undirected
100,epik_lemma_schnitzler,epik_lemma_hesse,1,undirected
101,epik_lemma_schnitzler,epik_lemma_mann,1,undirected
102,epik_lemma_schnitzler,epik_lemma_sapper,6,undirected
103,epik_lemma_schnitzler,epik_lemma_wassermann,1,undirected
104,epik_lemma_spyri,epik_lemma_fontane,3,undirected
105,epik_lemma_spyri,epik_lemma_hesse,1,undirected
106,epik_lemma_spyri,epik_lemma_sapper,2,undirected
107,epik_lemma_wassermann,epik_lemma_achleitner,1,undirected
108,epik_lemma_wassermann,epik_lemma_arnim,6,undirected
109,epik_lemma_wassermann,epik_lemma_goethe,2,undirected
110,epik_lemma_wassermann,epik_lemma_heiberg,3,undirected
111,epik_lemma_wassermann,epik_lemma_keller,3,undirected
112,epik_lemma_wassermann,epik_lemma_mann,2,undirected
113,epik_lemma_wassermann,epik_lemma_meyer,3,undirected
114,epik_lemma_wassermann,epik_lemma_schnitzler,1,undirected
115,lyrik_lemma_l00180004,lyrik_lemma_l00180006,1,undirected
116,lyrik_lemma_l00180004,lyrik_lemma_l00180010,2,undirected
117,lyrik_lemma_l00180004,lyrik_lemma_l00180207,3,undirected
118,lyrik_lemma_l00180005,lyrik_lemma_l00180006,3,undirected
119,lyrik_lemma_l00180005,lyrik_lemma_l00180015,2,undirected
120,lyrik_lemma_l00180005,lyrik_lemma_l00180027,1,undirected
121,lyrik_lemma_l00180005,lyrik_lemma_l00180029,1,undirected
122,lyrik_lemma_l00180005,lyrik_lemma_l00180031,2,undirected
123,lyrik_lemma_l00180005,lyrik_lemma_l00180032,1,undirected
124,lyrik_lemma_l00180005,lyrik_lemma_l00180034,1,undirected
125,lyrik_lemma_l00180005,lyrik_lemma_l00180041,2,undirected
126,lyrik_lemma_l00180005,lyrik_lemma_l00180052,1,undirected
127,lyrik_lemma_l00180005,lyrik_lemma_l00180053,3,undirected
128,lyrik_lemma_l00180005,lyrik_lemma_l00180059,1,undirected
129,lyrik_lemma_l00180005,lyrik_lemma_l00180067,2,undirected
130,lyrik_lemma_l00180005,lyrik_lemma_l00180151,1,undirected
131,lyrik_lemma_l00180005,lyrik_lemma_l00180173,2,undirected
132,lyrik_lemma_l00180005,lyrik_lemma_l00180177,3,undirected
133,lyrik_lemma_l00180005,lyrik_lemma_l00180191,2,undirected
134,lyrik_lemma_l00180005,lyrik_lemma_l00180201,2,undirected
135,lyrik_lemma_l00180005,lyrik_lemma_l00180206,3,undirected
136,lyrik_lemma_l00180005,lyrik_lemma_l00180210,1,undirected
137,lyrik_lemma_l00180006,lyrik_lemma_l00180004,1,undirected
138,lyrik_lemma_l00180006,lyrik_lemma_l00180005,3,undirected
139,lyrik_lemma_l00180006,lyrik_lemma_l00180007,3,undirected
140,lyrik_lemma_l00180006,lyrik_lemma_l00180008,3,undirected
141,lyrik_lemma_l00180006,lyrik_lemma_l00180009,2,undirected
142,lyrik_lemma_l00180006,lyrik_lemma_l00180010,1,undirected
143,lyrik_lemma_l00180006,lyrik_lemma_l00180016,1,undirected
144,lyrik_lemma_l00180006,lyrik_lemma_l00180017,2,undirected
145,lyrik_lemma_l00180006,lyrik_lemma_l00180019,2,undirected
146,lyrik_lemma_l00180006,lyrik_lemma_l00180020,3,undirected
147,lyrik_lemma_l00180006,lyrik_lemma_l00180026,3,undirected
148,lyrik_lemma_l00180006,lyrik_lemma_l00180027,2,undirected
149,lyrik_lemma_l00180006,lyrik_lemma_l00180029,2,undirected
150,lyrik_lemma_l00180006,lyrik_lemma_l00180030,1,undirected
151,lyrik_lemma_l00180006,lyrik_lemma_l00180032,3,undirected
152,lyrik_lemma_l00180006,lyrik_lemma_l00180041,3,undirected
153,lyrik_lemma_l00180006,lyrik_lemma_l00180052,2,undirected
154,lyrik_lemma_l00180006,lyrik_lemma_l00180053,2,undirected
155,lyrik_lemma_l00180006,lyrik_lemma_l00180061,3,undirected
156,lyrik_lemma_l00180006,lyrik_lemma_l00180063,2,undirected
157,lyrik_lemma_l00180006,lyrik_lemma_l00180067,6,undirected
158,lyrik_lemma_l00180006,lyrik_lemma_l00180068,1,undirected
159,lyrik_lemma_l00180006,lyrik_lemma_l00180071,1,undirected
160,lyrik_lemma_l00180006,lyrik_lemma_l00180072,3,undirected
161,lyrik_lemma_l00180006,lyrik_lemma_l00180076,3,undirected
162,lyrik_lemma_l00180006,lyrik_lemma_l00180078,3,undirected
163,lyrik_lemma_l00180006,lyrik_lemma_l00180083,2,undirected
164,lyrik_lemma_l00180006,lyrik_lemma_l00180085,2,undirected
165,lyrik_lemma_l00180006,lyrik_lemma_l00180086,1,undirected
166,lyrik_lemma_l00180006,lyrik_lemma_l00180087,3,undirected
167,lyrik_lemma_l00180006,lyrik_lemma_l00180090,3,undirected
168,lyrik_lemma_l00180006,lyrik_lemma_l00180091,2,undirected
169,lyrik_lemma_l00180006,lyrik_lemma_l00180099,3,undirected
170,lyrik_lemma_l00180006,lyrik_lemma_l00180102,1,undirected
171,lyrik_lemma_l00180006,lyrik_lemma_l00180109,3,undirected
172,lyrik_lemma_l00180006,lyrik_lemma_l00180126,3,undirected
173,lyrik_lemma_l00180006,lyrik_lemma_l00180127,3,undirected
174,lyrik_lemma_l00180006,lyrik_lemma_l00180131,1,undirected
175,lyrik_lemma_l00180006,lyrik_lemma_l00180146,2,undirected
176,lyrik_lemma_l00180006,lyrik_lemma_l00180148,1,undirected
177,lyrik_lemma_l00180006,lyrik_lemma_l00180149,2,undirected
178,lyrik_lemma_l00180006,lyrik_lemma_l00180150,1,undirected
179,lyrik_lemma_l00180006,lyrik_lemma_l00180152,2,undirected
180,lyrik_lemma_l00180006,lyrik_lemma_l00180153,3,undirected
181,lyrik_lemma_l00180006,lyrik_lemma_l00180154,3,undirected
182,lyrik_lemma_l00180006,lyrik_lemma_l00180157,1,undirected
183,lyrik_lemma_l00180006,lyrik_lemma_l00180163,2,undirected
184,lyrik_lemma_l00180006,lyrik_lemma_l00180165,1,undirected
185,lyrik_lemma_l00180006,lyrik_lemma_l00180168,1,undirected
186,lyrik_lemma_l00180006,lyrik_lemma_l00180169,1,undirected
187,lyrik_lemma_l00180006,lyrik_lemma_l00180178,1,undirected
188,lyrik_lemma_l00180006,lyrik_lemma_l00180191,3,undirected
189,lyrik_lemma_l00180006,lyrik_lemma_l00180192,1,undirected
190,lyrik_lemma_l00180006,lyrik_lemma_l00180196,3,undirected
191,lyrik_lemma_l00180006,lyrik_lemma_l00180198,3,undirected
192,lyrik_lemma_l00180006,lyrik_lemma_l00180204,5,undirected
193,lyrik_lemma_l00180006,lyrik_lemma_l00180205,3,undirected
194,lyrik_lemma_l00180006,lyrik_lemma_l00180207,2,undirected
195,lyrik_lemma_l00180006,lyrik_lemma_l00180209,3,undirected
196,lyrik_lemma_l00180006,lyrik_lemma_l00180211,2,undirected
197,lyrik_lemma_l00180006,lyrik_lemma_l00180212,1,undirected
198,lyrik_lemma_l00180006,lyrik_lemma_l00180213,1,undirected
199,lyrik_lemma_l00180006,lyrik_lemma_l00180216,1,undirected
200,lyrik_lemma_l00180006,lyrik_lemma_l00180218,3,undirected
201,lyrik_lemma_l00180006,lyrik_lemma_l00180219,2,undirected
202,lyrik_lemma_l00180006,lyrik_lemma_l00180222,2,undirected
203,lyrik_lemma_l00180007,lyrik_lemma_l00180006,3,undirected
204,lyrik_lemma_l00180007,lyrik_lemma_l00180027,1,undirected
205,lyrik_lemma_l00180007,lyrik_lemma_l00180181,1,undirected
206,lyrik_lemma_l00180007,lyrik_lemma_l00180207,2,undirected
207,lyrik_lemma_l00180008,lyrik_lemma_l00180006,3,undirected
208,lyrik_lemma_l00180008,lyrik_lemma_l00180011,1,undirected
209,lyrik_lemma_l00180008,lyrik_lemma_l00180021,3,undirected
210,lyrik_lemma_l00180008,lyrik_lemma_l00180026,1,undirected
211,lyrik_lemma_l00180008,lyrik_lemma_l00180067,2,undirected
212,lyrik_lemma_l00180008,lyrik_lemma_l00180110,2,undirected
213,lyrik_lemma_l00180008,lyrik_lemma_l00180122,1,undirected
214,lyrik_lemma_l00180008,lyrik_lemma_l00180130,1,undirected
215,lyrik_lemma_l00180008,lyrik_lemma_l00180131,3,undirected
216,lyrik_lemma_l00180008,lyrik_lemma_l00180143,2,undirected
217,lyrik_lemma_l00180008,lyrik_lemma_l00180147,1,undirected
218,lyrik_lemma_l00180008,lyrik_lemma_l00180164,1,undirected
219,lyrik_lemma_l00180008,lyrik_lemma_l00180169,2,undirected
220,lyrik_lemma_l00180008,lyrik_lemma_l00180171,1,undirected
221,lyrik_lemma_l00180008,lyrik_lemma_l00180173,3,undirected
222,lyrik_lemma_l00180008,lyrik_lemma_l00180184,2,undirected
223,lyrik_lemma_l00180008,lyrik_lemma_l00180205,1,undirected
224,lyrik_lemma_l00180008,lyrik_lemma_l00180216,2,undirected
225,lyrik_lemma_l00180009,lyrik_lemma_l00180006,2,undirected
226,lyrik_lemma_l00180009,lyrik_lemma_l00180027,1,undirected
227,lyrik_lemma_l00180009,lyrik_lemma_l00180040,2,undirected
228,lyrik_lemma_l00180009,lyrik_lemma_l00180083,1,undirected
229,lyrik_lemma_l00180009,lyrik_lemma_l00180162,1,undirected
230,lyrik_lemma_l00180009,lyrik_lemma_l00180177,2,undirected
231,lyrik_lemma_l00180009,lyrik_lemma_l00180179,1,undirected
232,lyrik_lemma_l00180009,lyrik_lemma_l00180191,3,undirected
233,lyrik_lemma_l00180010,lyrik_lemma_l00180004,2,undirected
234,lyrik_lemma_l00180010,lyrik_lemma_l00180006,1,undirected
235,lyrik_lemma_l00180010,lyrik_lemma_l00180013,4,undirected
236,lyrik_lemma_l00180010,lyrik_lemma_l00180017,3,undirected
237,lyrik_lemma_l00180010,lyrik_lemma_l00180038,3,undirected
238,lyrik_lemma_l00180010,lyrik_lemma_l00180040,1,undirected
239,lyrik_lemma_l00180010,lyrik_lemma_l00180067,2,undirected
240,lyrik_lemma_l00180010,lyrik_lemma_l00180089,3,undirected
241,lyrik_lemma_l00180010,lyrik_lemma_l00180121,1,undirected
242,lyrik_lemma_l00180010,lyrik_lemma_l00180171,2,undirected
243,lyrik_lemma_l00180010,lyrik_lemma_l00180206,1,undirected
244,lyrik_lemma_l00180011,lyrik_lemma_l00180008,1,undirected
245,lyrik_lemma_l00180011,lyrik_lemma_l00180018,1,undirected
246,lyrik_lemma_l00180011,lyrik_lemma_l00180028,1,undirected
247,lyrik_lemma_l00180011,lyrik_lemma_l00180033,1,undirected
248,lyrik_lemma_l00180011,lyrik_lemma_l00180036,2,undirected
249,lyrik_lemma_l00180011,lyrik_lemma_l00180045,1,undirected
250,lyrik_lemma_l00180011,lyrik_lemma_l00180053,1,undirected
251,lyrik_lemma_l00180011,lyrik_lemma_l00180061,1,undirected
252,lyrik_lemma_l00180011,lyrik_lemma_l00180064,1,undirected
253,lyrik_lemma_l00180011,lyrik_lemma_l00180086,5,undirected
254,lyrik_lemma_l00180011,lyrik_lemma_l00180122,3,undirected
255,lyrik_lemma_l00180011,lyrik_lemma_l00180146,1,undirected
256,lyrik_lemma_l00180011,lyrik_lemma_l00180148,2,undirected
257,lyrik_lemma_l00180011,lyrik_lemma_l00180155,1,undirected
258,lyrik_lemma_l00180011,lyrik_lemma_l00180172,2,undirected
259,lyrik_lemma_l00180011,lyrik_lemma_l00180176,1,undirected
260,lyrik_lemma_l00180011,lyrik_lemma_l00180201,3,undirected
261,lyrik_lemma_l00180011,lyrik_lemma_l00180202,1,undirected
262,lyrik_lemma_l00180011,lyrik_lemma_l00180205,2,undirected
263,lyrik_lemma_l00180011,lyrik_lemma_l00180207,5,undirected
264,lyrik_lemma_l00180011,lyrik_lemma_l00180217,1,undirected
265,lyrik_lemma_l00180012,lyrik_lemma_l00180013,2,undirected
266,lyrik_lemma_l00180012,lyrik_lemma_l00180019,1,undirected
267,lyrik_lemma_l00180012,lyrik_lemma_l00180124,3,undirected
268,lyrik_lemma_l00180013,lyrik_lemma_l00180010,4,undirected
269,lyrik_lemma_l00180013,lyrik_lemma_l00180012,2,undirected
270,lyrik_lemma_l00180013,lyrik_lemma_l00180019,6,undirected
271,lyrik_lemma_l00180013,lyrik_lemma_l00180023,2,undirected
272,lyrik_lemma_l00180013,lyrik_lemma_l00180024,2,undirected
273,lyrik_lemma_l00180013,lyrik_lemma_l00180034,3,undirected
274,lyrik_lemma_l00180013,lyrik_lemma_l00180039,1,undirected
275,lyrik_lemma_l00180013,lyrik_lemma_l00180066,3,undirected
276,lyrik_lemma_l00180013,lyrik_lemma_l00180070,3,undirected
277,lyrik_lemma_l00180013,lyrik_lemma_l00180073,1,undirected
278,lyrik_lemma_l00180013,lyrik_lemma_l00180074,1,undirected
279,lyrik_lemma_l00180013,lyrik_lemma_l00180075,3,undirected
280,lyrik_lemma_l00180013,lyrik_lemma_l00180084,1,undirected
281,lyrik_lemma_l00180013,lyrik_lemma_l00180088,1,undirected
282,lyrik_lemma_l00180013,lyrik_lemma_l00180091,1,undirected
283,lyrik_lemma_l00180013,lyrik_lemma_l00180095,2,undirected
284,lyrik_lemma_l00180013,lyrik_lemma_l00180097,2,undirected
285,lyrik_lemma_l00180013,lyrik_lemma_l00180098,3,undirected
286,lyrik_lemma_l00180013,lyrik_lemma_l00180106,1,undirected
287,lyrik_lemma_l00180013,lyrik_lemma_l00180110,3,undirected
288,lyrik_lemma_l00180013,lyrik_lemma_l00180117,2,undirected
289,lyrik_lemma_l00180013,lyrik_lemma_l00180132,3,undirected
290,lyrik_lemma_l00180013,lyrik_lemma_l00180135,3,undirected
291,lyrik_lemma_l00180013,lyrik_lemma_l00180142,1,undirected
292,lyrik_lemma_l00180013,lyrik_lemma_l00180151,2,undirected
293,lyrik_lemma_l00180013,lyrik_lemma_l00180155,2,undirected
294,lyrik_lemma_l00180013,lyrik_lemma_l00180159,1,undirected
295,lyrik_lemma_l00180013,lyrik_lemma_l00180171,3,undirected
296,lyrik_lemma_l00180013,lyrik_lemma_l00180179,2,undirected
297,lyrik_lemma_l00180013,lyrik_lemma_l00180180,2,undirected
298,lyrik_lemma_l00180013,lyrik_lemma_l00180189,2,undirected
299,lyrik_lemma_l00180013,lyrik_lemma_l00180195,3,undirected
300,lyrik_lemma_l00180013,lyrik_lemma_l00180200,2,undirected
301,lyrik_lemma_l00180013,lyrik_lemma_l00180207,2,undirected
302,lyrik_lemma_l00180013,lyrik_lemma_l00180210,2,undirected
303,lyrik_lemma_l00180013,lyrik_lemma_l00180214,2,undirected
304,lyrik_lemma_l00180013,lyrik_lemma_l00180223,2,undirected
305,lyrik_lemma_l00180014,lyrik_lemma_l00180026,1,undirected
306,lyrik_lemma_l00180014,lyrik_lemma_l00180193,1,undirected
307,lyrik_lemma_l00180014,lyrik_lemma_l00180207,2,undirected
308,lyrik_lemma_l00180014,lyrik_lemma_l00180210,3,undirected
309,lyrik_lemma_l00180015,lyrik_lemma_l00180005,2,undirected
310,lyrik_lemma_l00180015,lyrik_lemma_l00180019,1,undirected
311,lyrik_lemma_l00180015,lyrik_lemma_l00180207,3,undirected
312,lyrik_lemma_l00180016,lyrik_lemma_l00180006,1,undirected
313,lyrik_lemma_l00180016,lyrik_lemma_l00180152,3,undirected
314,lyrik_lemma_l00180016,lyrik_lemma_l00180158,3,undirected
315,lyrik_lemma_l00180016,lyrik_lemma_l00180204,2,undirected
316,lyrik_lemma_l00180016,lyrik_lemma_l00180216,3,undirected
317,lyrik_lemma_l00180017,lyrik_lemma_l00180006,2,undirected
318,lyrik_lemma_l00180017,lyrik_lemma_l00180010,3,undirected
319,lyrik_lemma_l00180017,lyrik_lemma_l00180149,1,undirected
320,lyrik_lemma_l00180018,lyrik_lemma_l00180011,1,undirected
321,lyrik_lemma_l00180018,lyrik_lemma_l00180029,2,undirected
322,lyrik_lemma_l00180018,lyrik_lemma_l00180207,3,undirected
323,lyrik_lemma_l00180019,lyrik_lemma_l00180006,2,undirected
324,lyrik_lemma_l00180019,lyrik_lemma_l00180012,1,undirected
325,lyrik_lemma_l00180019,lyrik_lemma_l00180013,6,undirected
326,lyrik_lemma_l00180019,lyrik_lemma_l00180015,1,undirected
327,lyrik_lemma_l00180019,lyrik_lemma_l00180026,2,undirected
328,lyrik_lemma_l00180019,lyrik_lemma_l00180040,3,undirected
329,lyrik_lemma_l00180019,lyrik_lemma_l00180050,2,undirected
330,lyrik_lemma_l00180019,lyrik_lemma_l00180067,1,undirected
331,lyrik_lemma_l00180019,lyrik_lemma_l00180073,2,undirected
332,lyrik_lemma_l00180019,lyrik_lemma_l00180074,3,undirected
333,lyrik_lemma_l00180019,lyrik_lemma_l00180081,3,undirected
334,lyrik_lemma_l00180019,lyrik_lemma_l00180083,3,undirected
335,lyrik_lemma_l00180019,lyrik_lemma_l00180084,3,undirected
336,lyrik_lemma_l00180019,lyrik_lemma_l00180099,2,undirected
337,lyrik_lemma_l00180019,lyrik_lemma_l00180104,2,undirected
338,lyrik_lemma_l00180019,lyrik_lemma_l00180130,2,undirected
339,lyrik_lemma_l00180019,lyrik_lemma_l00180152,1,undirected
340,lyrik_lemma_l00180019,lyrik_lemma_l00180162,3,undirected
341,lyrik_lemma_l00180019,lyrik_lemma_l00180169,3,undirected
342,lyrik_lemma_l00180019,lyrik_lemma_l00180170,1,undirected
343,lyrik_lemma_l00180019,lyrik_lemma_l00180204,2,undirected
344,lyrik_lemma_l00180019,lyrik_lemma_l00180213,2,undirected
345,lyrik_lemma_l00180019,lyrik_lemma_l00180214,1,undirected
346,lyrik_lemma_l00180019,lyrik_lemma_l00180222,3,undirected
347,lyrik_lemma_l00180020,lyrik_lemma_l00180006,3,undirected
348,lyrik_lemma_l00180020,lyrik_lemma_l00180191,1,undirected
349,lyrik_lemma_l00180020,lyrik_lemma_l00180201,2,undirected
350,lyrik_lemma_l00180021,lyrik_lemma_l00180008,3,undirected
351,lyrik_lemma_l00180021,lyrik_lemma_l00180053,1,undirected
352,lyrik_lemma_l00180021,lyrik_lemma_l00180207,2,undirected
353,lyrik_lemma_l00180022,lyrik_lemma_l00180029,2,undirected
354,lyrik_lemma_l00180022,lyrik_lemma_l00180038,1,undirected
355,lyrik_lemma_l00180022,lyrik_lemma_l00180140,2,undirected
356,lyrik_lemma_l00180022,lyrik_lemma_l00180175,1,undirected
357,lyrik_lemma_l00180022,lyrik_lemma_l00180207,3,undirected
358,lyrik_lemma_l00180022,lyrik_lemma_l00180210,1,undirected
359,lyrik_lemma_l00180023,lyrik_lemma_l00180013,2,undirected
360,lyrik_lemma_l00180023,lyrik_lemma_l00180201,1,undirected
361,lyrik_lemma_l00180023,lyrik_lemma_l00180207,3,undirected
362,lyrik_lemma_l00180024,lyrik_lemma_l00180013,2,undirected
363,lyrik_lemma_l00180024,lyrik_lemma_l00180025,2,undirected
364,lyrik_lemma_l00180024,lyrik_lemma_l00180086,1,undirected
365,lyrik_lemma_l00180024,lyrik_lemma_l00180207,3,undirected
366,lyrik_lemma_l00180025,lyrik_lemma_l00180024,2,undirected
367,lyrik_lemma_l00180025,lyrik_lemma_l00180029,1,undirected
368,lyrik_lemma_l00180025,lyrik_lemma_l00180201,3,undirected
369,lyrik_lemma_l00180026,lyrik_lemma_l00180006,3,undirected
370,lyrik_lemma_l00180026,lyrik_lemma_l00180008,1,undirected
371,lyrik_lemma_l00180026,lyrik_lemma_l00180014,1,undirected
372,lyrik_lemma_l00180026,lyrik_lemma_l00180019,2,undirected
373,lyrik_lemma_l00180026,lyrik_lemma_l00180124,2,undirected
374,lyrik_lemma_l00180027,lyrik_lemma_l00180005,1,undirected
375,lyrik_lemma_l00180027,lyrik_lemma_l00180006,2,undirected
376,lyrik_lemma_l00180027,lyrik_lemma_l00180007,1,undirected
377,lyrik_lemma_l00180027,lyrik_lemma_l00180009,1,undirected
378,lyrik_lemma_l00180027,lyrik_lemma_l00180028,2,undirected
379,lyrik_lemma_l00180027,lyrik_lemma_l00180071,3,undirected
380,lyrik_lemma_l00180027,lyrik_lemma_l00180080,2,undirected
381,lyrik_lemma_l00180027,lyrik_lemma_l00180101,1,undirected
382,lyrik_lemma_l00180027,lyrik_lemma_l00180123,3,undirected
383,lyrik_lemma_l00180027,lyrik_lemma_l00180145,2,undirected
384,lyrik_lemma_l00180027,lyrik_lemma_l00180207,3,undirected
385,lyrik_lemma_l00180027,lyrik_lemma_l00180208,1,undirected
386,lyrik_lemma_l00180027,lyrik_lemma_l00180214,3,undirected
387,lyrik_lemma_l00180027,lyrik_lemma_l00180217,2,undirected
388,lyrik_lemma_l00180028,lyrik_lemma_l00180011,1,undirected
389,lyrik_lemma_l00180028,lyrik_lemma_l00180027,2,undirected
390,lyrik_lemma_l00180028,lyrik_lemma_l00180096,1,undirected
391,lyrik_lemma_l00180028,lyrik_lemma_l00180207,3,undirected
392,lyrik_lemma_l00180029,lyrik_lemma_l00180005,1,undirected
393,lyrik_lemma_l00180029,lyrik_lemma_l00180006,2,undirected
394,lyrik_lemma_l00180029,lyrik_lemma_l00180018,2,undirected
395,lyrik_lemma_l00180029,lyrik_lemma_l00180022,2,undirected
396,lyrik_lemma_l00180029,lyrik_lemma_l00180025,1,undirected
397,lyrik_lemma_l00180029,lyrik_lemma_l00180030,2,undirected
398,lyrik_lemma_l00180029,lyrik_lemma_l00180036,1,undirected
399,lyrik_lemma_l00180029,lyrik_lemma_l00180076,1,undirected
400,lyrik_lemma_l00180029,lyrik_lemma_l00180158,1,undirected
401,lyrik_lemma_l00180029,lyrik_lemma_l00180202,2,undirected
402,lyrik_lemma_l00180029,lyrik_lemma_l00180207,6,undirected
403,lyrik_lemma_l00180030,lyrik_lemma_l00180006,1,undirected
404,lyrik_lemma_l00180030,lyrik_lemma_l00180029,2,undirected
405,lyrik_lemma_l00180030,lyrik_lemma_l00180207,3,undirected
