,Source,Target,Weight,Type
1306,lyrik_lemma_l00180207,lyrik_lemma_l00180223,1,undirected
1307,lyrik_lemma_l00180207,lyrik_lemma_l00180226,3,undirected
1308,lyrik_lemma_l00180208,lyrik_lemma_l00180027,1,undirected
1309,lyrik_lemma_l00180208,lyrik_lemma_l00180189,2,undirected
1310,lyrik_lemma_l00180208,lyrik_lemma_l00180216,3,undirected
1311,lyrik_lemma_l00180209,lyrik_lemma_l00180006,3,undirected
1312,lyrik_lemma_l00180209,lyrik_lemma_l00180059,2,undirected
1313,lyrik_lemma_l00180209,lyrik_lemma_l00180069,3,undirected
1314,lyrik_lemma_l00180209,lyrik_lemma_l00180095,1,undirected
1315,lyrik_lemma_l00180210,lyrik_lemma_l00180005,1,undirected
1316,lyrik_lemma_l00180210,lyrik_lemma_l00180013,2,undirected
1317,lyrik_lemma_l00180210,lyrik_lemma_l00180014,3,undirected
1318,lyrik_lemma_l00180210,lyrik_lemma_l00180022,1,undirected
1319,lyrik_lemma_l00180210,lyrik_lemma_l00180043,2,undirected
1320,lyrik_lemma_l00180210,lyrik_lemma_l00180047,1,undirected
1321,lyrik_lemma_l00180210,lyrik_lemma_l00180082,2,undirected
1322,lyrik_lemma_l00180210,lyrik_lemma_l00180137,2,undirected
1323,lyrik_lemma_l00180210,lyrik_lemma_l00180195,5,undirected
1324,lyrik_lemma_l00180211,lyrik_lemma_l00180006,2,undirected
1325,lyrik_lemma_l00180211,lyrik_lemma_l00180051,1,undirected
1326,lyrik_lemma_l00180211,lyrik_lemma_l00180207,3,undirected
1327,lyrik_lemma_l00180212,lyrik_lemma_l00180006,1,undirected
1328,lyrik_lemma_l00180212,lyrik_lemma_l00180149,2,undirected
1329,lyrik_lemma_l00180212,lyrik_lemma_l00180177,3,undirected
1330,lyrik_lemma_l00180213,lyrik_lemma_l00180006,1,undirected
1331,lyrik_lemma_l00180213,lyrik_lemma_l00180019,2,undirected
1332,lyrik_lemma_l00180213,lyrik_lemma_l00180068,5,undirected
1333,lyrik_lemma_l00180214,lyrik_lemma_l00180013,2,undirected
1334,lyrik_lemma_l00180214,lyrik_lemma_l00180019,1,undirected
1335,lyrik_lemma_l00180214,lyrik_lemma_l00180027,3,undirected
1336,lyrik_lemma_l00180215,lyrik_lemma_l00180059,2,undirected
1337,lyrik_lemma_l00180215,lyrik_lemma_l00180124,1,undirected
1338,lyrik_lemma_l00180215,lyrik_lemma_l00180207,3,undirected
1339,lyrik_lemma_l00180216,lyrik_lemma_l00180006,1,undirected
1340,lyrik_lemma_l00180216,lyrik_lemma_l00180008,2,undirected
1341,lyrik_lemma_l00180216,lyrik_lemma_l00180016,3,undirected
1342,lyrik_lemma_l00180216,lyrik_lemma_l00180048,3,undirected
1343,lyrik_lemma_l00180216,lyrik_lemma_l00180067,3,undirected
1344,lyrik_lemma_l00180216,lyrik_lemma_l00180142,3,undirected
1345,lyrik_lemma_l00180216,lyrik_lemma_l00180145,1,undirected
1346,lyrik_lemma_l00180216,lyrik_lemma_l00180192,3,undirected
1347,lyrik_lemma_l00180216,lyrik_lemma_l00180197,3,undirected
1348,lyrik_lemma_l00180216,lyrik_lemma_l00180199,1,undirected
1349,lyrik_lemma_l00180216,lyrik_lemma_l00180208,3,undirected
1350,lyrik_lemma_l00180217,lyrik_lemma_l00180011,1,undirected
1351,lyrik_lemma_l00180217,lyrik_lemma_l00180027,2,undirected
1352,lyrik_lemma_l00180217,lyrik_lemma_l00180207,3,undirected
1353,lyrik_lemma_l00180218,lyrik_lemma_l00180006,3,undirected
1354,lyrik_lemma_l00180218,lyrik_lemma_l00180144,2,undirected
1355,lyrik_lemma_l00180218,lyrik_lemma_l00180191,1,undirected
1356,lyrik_lemma_l00180218,lyrik_lemma_l00180207,2,undirected
1357,lyrik_lemma_l00180219,lyrik_lemma_l00180006,2,undirected
1358,lyrik_lemma_l00180219,lyrik_lemma_l00180129,1,undirected
1359,lyrik_lemma_l00180219,lyrik_lemma_l00180207,3,undirected
1360,lyrik_lemma_l00180220,epik_lemma_brentano,1,undirected
1361,lyrik_lemma_l00180220,epik_lemma_goethe,2,undirected
1362,lyrik_lemma_l00180220,lyrik_lemma_l00180114,1,undirected
1363,lyrik_lemma_l00180220,lyrik_lemma_l00180129,3,undirected
1364,lyrik_lemma_l00180221,lyrik_lemma_l00180052,2,undirected
1365,lyrik_lemma_l00180221,lyrik_lemma_l00180064,3,undirected
1366,lyrik_lemma_l00180221,lyrik_lemma_l00180142,1,undirected
1367,lyrik_lemma_l00180221,lyrik_lemma_l00180200,3,undirected
1368,lyrik_lemma_l00180222,lyrik_lemma_l00180006,2,undirected
1369,lyrik_lemma_l00180222,lyrik_lemma_l00180019,3,undirected
1370,lyrik_lemma_l00180222,lyrik_lemma_l00180081,1,undirected
1371,lyrik_lemma_l00180222,lyrik_lemma_l00180150,3,undirected
1372,lyrik_lemma_l00180222,lyrik_lemma_l00180176,3,undirected
1373,lyrik_lemma_l00180222,lyrik_lemma_l00180207,1,undirected
1374,lyrik_lemma_l00180223,lyrik_lemma_l00180013,2,undirected
1375,lyrik_lemma_l00180223,lyrik_lemma_l00180200,3,undirected
1376,lyrik_lemma_l00180223,lyrik_lemma_l00180207,1,undirected
1377,lyrik_lemma_l00180224,lyrik_lemma_l00180129,1,undirected
1378,lyrik_lemma_l00180224,lyrik_lemma_l00180160,2,undirected
1379,lyrik_lemma_l00180224,lyrik_lemma_l00180227,3,undirected
1380,lyrik_lemma_l00180225,lyrik_lemma_l00180069,2,undirected
1381,lyrik_lemma_l00180225,lyrik_lemma_l00180080,3,undirected
1382,lyrik_lemma_l00180225,lyrik_lemma_l00180100,1,undirected
1383,lyrik_lemma_l00180225,lyrik_lemma_l00180113,2,undirected
1384,lyrik_lemma_l00180225,lyrik_lemma_l00180203,3,undirected
1385,lyrik_lemma_l00180226,lyrik_lemma_l00180069,1,undirected
1386,lyrik_lemma_l00180226,lyrik_lemma_l00180118,3,undirected
1387,lyrik_lemma_l00180226,lyrik_lemma_l00180139,3,undirected
1388,lyrik_lemma_l00180226,lyrik_lemma_l00180200,2,undirected
1389,lyrik_lemma_l00180226,lyrik_lemma_l00180207,3,undirected
1390,lyrik_lemma_l00180227,lyrik_lemma_l00180112,1,undirected
1391,lyrik_lemma_l00180227,lyrik_lemma_l00180118,1,undirected
1392,lyrik_lemma_l00180227,lyrik_lemma_l00180120,2,undirected
1393,lyrik_lemma_l00180227,lyrik_lemma_l00180141,3,undirected
1394,lyrik_lemma_l00180227,lyrik_lemma_l00180160,3,undirected
1395,lyrik_lemma_l00180227,lyrik_lemma_l00180189,2,undirected
1396,lyrik_lemma_l00180227,lyrik_lemma_l00180200,1,undirected
1397,lyrik_lemma_l00180227,lyrik_lemma_l00180224,3,undirected
1398,lyrik_lemma_l00180228,lyrik_lemma_l00180100,3,undirected
1399,lyrik_lemma_l00180228,lyrik_lemma_l00180160,2,undirected
1400,lyrik_lemma_l00180228,lyrik_lemma_l00180187,1,undirected
